,logFC,logCPM,F,PValue,FDR
WBGene00045253,-0.026230954,0.898008097,0.008226111,0.928780641,0.971903318
WBGene00045255,-0.11915166,3.30402285,0.61009425,0.445372054,0.695320556
WBGene00045272,0.563887362,4.867411261,1.095392471,0.309767293,0.576937104
WBGene00045275,-2.066776073,3.139031864,19.41420921,0.000376371,0.004981163
WBGene00045276,-1.644157501,4.605798349,24.20640416,0.000125441,0.002091931
WBGene00045277,0.287192402,0.366249774,1.04886229,0.319960096,0.587613954
WBGene00045289,0.183344112,-0.085972596,0.375248563,0.548172396,0.769778524
WBGene00045291,-0.063531916,0.064337834,0.015548873,0.902210876,0.959212739
WBGene00045292,-0.433588791,-0.247526125,1.433985482,0.247360317,0.512714491
WBGene00045295,-0.214536519,4.4969954,4.180873546,0.056500471,0.210543797
WBGene00045297,0.071160128,1.271946614,0.049820382,0.826005803,0.922295716
WBGene00045305,-0.172613828,3.217931825,0.961569427,0.340386161,0.605954871
WBGene00045308,0.383153094,0.150946443,0.727478807,0.405424331,0.663030186
WBGene00045331,1.021058121,0.265385251,9.735428552,0.00616311,0.043803725
WBGene00045336,-0.477355332,1.819316887,2.650493691,0.121698037,0.342322972
WBGene00045338,1.967467203,2.635987604,107.5680148,8.06E-09,8.37E-07
WBGene00045339,-0.942038104,1.485755081,12.84580276,0.002251583,0.020534891
WBGene00045340,-0.14036283,1.575583538,0.344166281,0.56505625,0.781198249
WBGene00045356,0.180484074,0.638633068,0.314489068,0.58217193,0.791590086
WBGene00045357,-0.048359164,1.950888531,0.063423751,0.80414908,0.912987278
WBGene00045365,-0.029068033,2.495614643,0.022852295,0.881600868,0.950189287
WBGene00045379,0.05893622,3.221853976,0.063027516,0.804748326,0.913294862
WBGene00045383,0.098037675,5.94016908,1.053404175,0.318944833,0.586343843
WBGene00045386,-0.084706724,3.453745461,0.362860569,0.55478198,0.773439198
WBGene00045387,-0.164575466,3.59940944,1.192002145,0.289985789,0.558354206
WBGene00045390,-0.279197171,3.281411081,2.599458818,0.125099013,0.348263584
WBGene00045392,-0.126873021,2.009705959,0.396997008,0.536926776,0.762109974
WBGene00045395,-0.16689048,0.46763641,0.389846545,0.540575423,0.764145438
WBGene00045396,-0.174690028,1.056227987,0.428230859,0.521514359,0.750685308
WBGene00045397,-0.542087474,3.442337824,10.45361001,0.004828434,0.03647518
WBGene00045399,-0.485752655,-0.150147672,0.955200322,0.341947925,0.607590649
WBGene00045401,-0.766721378,0.966637185,3.312033191,0.086225255,0.278054383
WBGene00045403,-0.344460071,2.116023147,2.489146162,0.132849839,0.361008787
WBGene00045405,0.152880315,1.021134563,0.444284617,0.513905132,0.746125911
WBGene00045407,0.008094561,2.399500914,0.003205753,0.955501035,0.983429806
WBGene00045411,-0.399287577,6.83612621,5.719535456,0.028464531,0.134236247
WBGene00045412,-0.48001797,3.758492495,6.193621633,0.023350133,0.116766778
WBGene00045415,-1.167995211,0.985495091,24.09607355,0.000128455,0.002125086
WBGene00045416,0.03930759,1.235374086,0.005643075,0.940985831,0.977966628
WBGene00045418,0.343545599,5.804515885,20.77176776,0.000271633,0.003855541
WBGene00045419,-0.021126558,6.715248833,0.066946673,0.798906792,0.91091717
WBGene00045433,-0.047088725,3.877723474,0.172070711,0.683406634,0.850678107
WBGene00045434,0.135459146,2.022139995,0.765402099,0.39369767,0.653468638
WBGene00045455,-0.360532213,2.79602986,5.63974274,0.029445752,0.137521055
WBGene00045457,-0.202007562,0.082998752,0.173049305,0.682560807,0.850611088
WBGene00045458,-1.314889639,-0.490706869,8.228000152,0.010560477,0.066081979
WBGene00045461,-0.288772469,3.647181882,5.401878391,0.032608556,0.147028065
WBGene00045475,0.206592838,-0.414470411,0.149146061,0.704088879,0.859831493
WBGene00045482,-0.414790538,0.346219845,1.64108261,0.217182874,0.478039824
WBGene00045483,-0.037238998,4.983246308,0.226090854,0.640421101,0.828666076
WBGene00045488,0.585405329,0.669649779,4.457454195,0.049680357,0.192865719
WBGene00045495,-0.155391421,1.995296812,0.670236167,0.424168873,0.678482925
WBGene00045497,0.680700191,0.956515044,6.486830761,0.020714085,0.10736356
WBGene00045507,0.727113984,4.925320593,35.32964161,1.53E-05,0.000380315
WBGene00045510,-0.632634403,-0.074769827,1.855855881,0.190680566,0.44416121
WBGene00045516,0.135915308,3.287333424,0.98646973,0.334376597,0.6012141
WBGene00045517,0.075484615,0.515609724,0.063010999,0.80477335,0.913294862
WBGene00050875,0.447784524,0.027400803,1.473228877,0.241243344,0.507121924
WBGene00050884,0.171256577,2.458593771,1.208083946,0.286861156,0.555446434
WBGene00050885,-0.180165042,1.054490877,0.895531432,0.357090489,0.620647082
WBGene00050889,-0.276714134,0.748266619,1.561780243,0.228145147,0.490545916
WBGene00050899,0.003741739,3.508577172,0.00051286,0.982193015,0.994129151
WBGene00050904,0.261964516,5.402003208,3.997101263,0.061633703,0.221856836
WBGene00050911,0.439241908,0.810445562,1.165379461,0.295260681,0.563386148
WBGene00050915,-0.28771111,0.446733136,0.870278341,0.363791594,0.627168549
WBGene00050919,0.567118143,-0.222740903,2.601404974,0.12496724,0.348207123
WBGene00050934,-3.49008285,-0.375200823,31.20170776,3.14E-05,0.000679246
WBGene00050937,-0.261159176,3.227153481,5.446806272,0.031982475,0.144909301
WBGene00050939,0.147457486,-0.467124833,0.048972337,0.82746745,0.923085037
WBGene00050941,0.26326167,4.599251757,7.256257228,0.015264818,0.086548411
WBGene00050943,0.231885712,-0.407796726,0.246261578,0.626002488,0.819810957
WBGene00050944,-0.0334729,4.711697946,0.144238007,0.708752897,0.862695027
WBGene00050947,-0.132166358,1.804787686,0.347331014,0.563290608,0.779451856
WBGene00050957,0.032279926,1.622942411,0.021925219,0.884008463,0.95118809
WBGene00050967,-1.317256721,1.895649344,32.71820975,2.39E-05,0.000546323
WBGene00050968,-0.003838077,-0.478045125,5.98E-05,0.9939178,0.998534264
WBGene00077439,0.385376013,0.718238501,1.283778019,0.304887199,0.572186646
WBGene00077453,5.44E-05,2.412645057,1.55E-07,0.999689943,0.999807117
WBGene00077490,0.101454637,3.532913813,0.718801083,0.40818261,0.665172876
WBGene00077491,0.273536685,1.345723265,1.723849332,0.206448976,0.465731407
WBGene00077493,0.333447474,0.231854877,1.16708535,0.294918793,0.563139799
WBGene00077500,-0.052712817,2.808097757,0.102150533,0.753113887,0.887651344
WBGene00077520,-0.41252468,1.037769482,1.288936773,0.271819509,0.53976546
WBGene00077521,-0.28038311,5.4128977,9.688804281,0.006263197,0.04431946
WBGene00077522,-0.178119855,0.775229924,0.244029372,0.627560941,0.820219858
WBGene00077525,0.181720032,2.409374715,0.949574059,0.343336041,0.608692666
WBGene00077526,-0.03895154,4.877338249,0.158817565,0.695151791,0.855125171
WBGene00077536,0.509418502,1.01490654,4.74140818,0.043648832,0.177485655
WBGene00077539,-0.101245342,1.958175941,0.3138772,0.582535952,0.791590086
WBGene00077553,0.732912791,-0.220954255,3.601434685,0.074647251,0.252990637
WBGene00077557,0.215515739,0.680122853,0.494131745,0.491496957,0.730016798
WBGene00077559,-0.34496768,1.101761416,1.916785653,0.183913402,0.434862624
WBGene00077573,-0.239838818,1.07478678,0.716421494,0.408944017,0.665821248
WBGene00077585,-0.444123825,-0.026996275,1.408517783,0.251438752,0.518153512
WBGene00077588,-0.044549563,0.516749812,0.015589179,0.902084909,0.959212739
WBGene00077593,0.986667958,4.192356215,1.443659124,0.245833845,0.511255183
WBGene00077643,-0.131669918,2.848952785,1.062419439,0.316942855,0.584219773
WBGene00077658,0.127295208,2.387737257,0.723689854,0.406625149,0.663530194
WBGene00077669,-0.518172336,1.44750253,5.281400532,0.034357979,0.152128272
WBGene00077679,-0.233235056,0.45605396,0.780313206,0.394579688,0.653738291
WBGene00077681,0.206377763,0.111394726,0.393357208,0.538778217,0.762941521
WBGene00077684,0.253659894,0.016620501,0.414449297,0.528212531,0.755872684
WBGene00077690,0.099598683,2.810456433,0.625112614,0.439921252,0.69154342
WBGene00077691,0.282485956,3.019951414,0.089815347,0.768003949,0.89540734
WBGene00077692,0.682228658,-0.092953785,3.112542833,0.095445087,0.296313238
WBGene00077693,0.155207737,5.331728021,2.203703107,0.155777602,0.395779981
WBGene00077697,0.676443956,0.527421835,1.993064844,0.17585831,0.424142739
WBGene00077698,-0.082173154,2.407264252,0.211133067,0.651635876,0.835163551
WBGene00077701,0.743713658,5.058961421,32.15647639,2.65E-05,0.000587972
WBGene00077712,0.100455601,3.457102557,0.748575668,0.398836241,0.657510065
WBGene00077732,0.327010089,1.841462016,2.224891385,0.153917723,0.393718815
WBGene00077751,-0.757065904,0.765241215,5.410311873,0.032489971,0.146634897
WBGene00077756,-0.295367392,1.284322929,1.597857468,0.223072124,0.484381363
WBGene00077757,-0.797516226,0.826939962,5.712771691,0.02854624,0.134577784
WBGene00077761,0.428009463,7.406679191,14.7151505,0.001299298,0.013508828
WBGene00077763,0.308686776,0.838419271,0.91245399,0.352699581,0.616564816
WBGene00077764,0.039245203,3.336928108,0.0355571,0.852640317,0.935883018
WBGene00077768,1.880026582,0.127791929,8.913741007,0.008227439,0.054909592
WBGene00077769,1.59935802,1.259391123,46.14122616,2.95E-06,9.92E-05
WBGene00077770,0.489366073,2.940523403,19.65572921,0.000354823,0.004756796
WBGene00077771,0.350527894,6.794367627,23.22120226,0.000155446,0.002461988
WBGene00077775,0.066529816,4.038310064,0.287679879,0.598581275,0.801056407
WBGene00077783,0.279124842,0.162349439,0.619436878,0.44196853,0.692814884
WBGene00077786,0.125440394,0.462788869,0.199550206,0.66065834,0.839332048
WBGene00077788,1.13830175,-0.042767241,8.827443854,0.008486265,0.056285101
WBGene00086546,0.121987427,4.842969609,0.852052454,0.368742431,0.631582001
WBGene00086551,0.210352512,1.058984826,0.448873187,0.511767032,0.745145546
WBGene00086553,-0.220588882,1.29799241,0.946127113,0.344190447,0.609259552
WBGene00086557,-0.268427797,2.641272254,2.047443086,0.170382366,0.417373435
WBGene00086559,-0.081883434,0.786983174,0.11322929,0.74056827,0.880130832
WBGene00086566,-0.018310505,3.237142807,0.025296348,0.875483726,0.947444698
WBGene00086569,0.199066764,2.068013909,1.884427897,0.187469105,0.439825526
WBGene00119203,-0.318445592,3.787595529,8.419686901,0.009840559,0.062906652
WBGene00119204,-0.683363267,0.39610338,4.84826272,0.041601124,0.172154053
WBGene00138717,-0.008543202,3.373139796,0.005367264,0.942443288,0.978498934
WBGene00138720,-0.056282589,2.380668307,0.13449906,0.718285449,0.868825033
WBGene00138721,1.165818866,2.071574245,30.05720943,3.88E-05,0.000798372
WBGene00138724,0.310950541,0.878391669,1.525169097,0.233446148,0.497846444
WBGene00164968,-0.765928228,0.082036675,4.067834781,0.059596278,0.217494148
WBGene00164969,0.07525388,0.981539847,0.042627585,0.838852695,0.92876868
WBGene00164973,-0.185590438,2.436545463,0.455290569,0.508803437,0.74318463
WBGene00164974,-0.946397742,-0.481306289,4.319627619,0.052952032,0.201623975
WBGene00164985,0.394116272,0.629191884,1.047415137,0.320284529,0.587925847
WBGene00164986,0.173226534,0.316232305,0.365587311,0.562010774,0.778350548
WBGene00175027,0.254611226,0.106311308,0.592323011,0.451964426,0.700735335
WBGene00175028,-0.634559407,-0.407089367,1.412187679,0.250845647,0.517411447
WBGene00175030,-0.031853981,4.220985337,0.163734316,0.690729741,0.853049883
WBGene00175031,-0.12643522,2.328754279,0.409319148,0.530746614,0.757528055
WBGene00175034,0.045363598,2.349985872,0.045943281,0.832799834,0.926179442
WBGene00175035,0.079043676,1.510618703,0.17064629,0.684642889,0.851102587
WBGene00184990,0.421646433,0.747105012,2.636426117,0.122624283,0.344130498
WBGene00185001,0.106749008,2.62941842,0.395955804,0.537455175,0.762382934
WBGene00185002,0.022846383,1.521506732,0.012757443,0.911379096,0.963989117
WBGene00185005,-0.525903135,1.789018873,8.713874956,0.008841018,0.058055058
WBGene00185014,-0.159174286,4.628604294,3.264779408,0.088310458,0.282325931
WBGene00185048,0.07311353,2.666793467,0.191534802,0.667088984,0.842458716
WBGene00185067,0.068269746,4.170289194,0.511249015,0.484193,0.72391674
WBGene00185078,-0.4404997,1.011314809,1.582636159,0.225194617,0.486797594
WBGene00185079,-0.04063854,1.988558496,0.084630843,0.774596477,0.898531108
WBGene00185086,0.126577829,1.732388024,0.409299056,0.530756583,0.757528055
WBGene00185088,-0.180667788,2.908320219,1.43447411,0.247282916,0.512714491
WBGene00185089,0.034968144,0.020912047,0.013107186,0.928040999,0.971760849
WBGene00185092,0.195392657,3.282783488,3.969905546,0.062438537,0.22397507
WBGene00185098,0.00183603,2.255289878,0.000113379,0.991626875,0.997756225
WBGene00185102,0.027756869,0.743826386,0.016727798,0.916119827,0.966746931
WBGene00185117,-0.453954972,-0.014639471,1.556520763,0.228897061,0.491579165
WBGene00185118,0.780879084,0.988842296,13.10351558,0.002082556,0.01939614
WBGene00189933,0.139742132,0.679509842,0.224307021,0.641734098,0.829729833
WBGene00189948,-0.379454081,0.714019767,1.335203819,0.263683655,0.532945353
WBGene00189952,0.141195453,0.367271066,0.206992308,0.65482595,0.836985153
WBGene00189956,0.611316699,0.356865484,4.008230094,0.061307839,0.221288468
WBGene00189958,0.161486701,1.420728813,0.550878745,0.467975604,0.712983857
WBGene00189961,0.053291046,-0.563402121,0.015432673,0.904420287,0.960754423
WBGene00189987,0.436561226,0.626962466,2.484657251,0.133177336,0.361424335
WBGene00194641,0.140082785,2.735910267,1.171502873,0.294035948,0.562256065
WBGene00194642,-0.747804027,1.154446254,11.76159804,0.003153273,0.026305648
WBGene00194643,0.147649767,-0.41225617,0.170426565,0.685882393,0.851248636
WBGene00194651,0.02937143,3.773027573,0.010108927,0.921075956,0.967798126
WBGene00194658,0.900905128,0.43147801,2.924945748,0.105198385,0.314142796
WBGene00194674,0.217765346,-0.156167534,0.065068975,0.801682042,0.912215464
WBGene00194679,0.07939045,2.48302782,0.208380202,0.653752409,0.836202993
WBGene00194680,0.105859185,0.00543398,0.087487796,0.770937197,0.896447233
WBGene00194687,-0.85567518,1.471986112,16.27344991,0.000843736,0.009612755
WBGene00194689,-0.21539637,-0.339195187,0.359627939,0.556532281,0.774972331
WBGene00194692,-0.390505406,2.900930854,4.012303223,0.061189075,0.221024942
WBGene00194695,-0.049251054,1.059672657,0.060532464,0.808568729,0.914951045
WBGene00194706,-0.100232442,3.565746055,0.893697151,0.357571171,0.620851325
WBGene00194707,-0.331880618,5.231154064,21.09339035,0.000251895,0.003643183
WBGene00194710,0.149038497,0.264915712,0.312573121,0.583313366,0.792142096
WBGene00194713,0.593006305,3.378195399,0.707647252,0.411770539,0.668089863
WBGene00194717,-1.951477862,0.825586232,62.33513955,4.03E-07,1.95E-05
WBGene00194725,0.352745039,-0.221331934,0.611567519,0.444832538,0.695320556
WBGene00194726,-0.430387821,1.465065171,6.587437639,0.019888989,0.104811355
WBGene00194731,-0.172925707,0.489265001,0.211041524,0.651705987,0.835163551
WBGene00194742,0.422960313,-0.424181407,1.159100964,0.296523653,0.564680785
WBGene00194746,0.007279944,0.071270024,0.000337229,0.985560011,0.995312587
WBGene00194747,0.163335106,2.466073274,1.708753413,0.208355601,0.468189452
WBGene00194803,-0.197373141,1.753720522,0.354038237,0.559584453,0.776474328
WBGene00194815,-1.52543491,2.888412598,151.7266261,5.84E-10,9.86E-08
WBGene00194849,0.3549612,1.038946293,2.393558924,0.140039797,0.371559272
WBGene00194855,-0.212108814,1.46790589,1.153199909,0.297717418,0.565918867
WBGene00194869,-1.194611077,1.268472433,16.13452234,0.000876053,0.009849311
WBGene00194883,-0.022609917,1.837625088,0.011372996,0.916305367,0.966807235
WBGene00194892,0.448918762,1.189154602,1.667357012,0.213700003,0.474481453
WBGene00194895,-0.084510464,0.002539029,0.112162323,0.782796428,0.902919917
WBGene00194905,-0.018220915,1.139789292,0.008416177,0.927964981,0.971751464
WBGene00194908,0.293452436,2.686889884,3.457493935,0.080160906,0.265711769
WBGene00194909,0.06791554,2.249949066,0.096323494,0.760016686,0.891618378
WBGene00194910,0.328174809,1.474972522,1.626588579,0.219135207,0.480439852
WBGene00194915,-0.338047643,-0.038907441,1.089558895,0.311020315,0.578601592
WBGene00194921,0.395226047,-0.187406916,1.314827367,0.267226332,0.535798649
WBGene00194926,-0.324484329,0.266822469,0.653254661,0.429990525,0.683944978
WBGene00194934,-0.042023825,3.021234121,0.129076427,0.723764841,0.872322029
WBGene00194935,-0.1280065,0.538244484,0.15506531,0.698580536,0.857348401
WBGene00194955,-0.266898366,-0.053167139,0.566161701,0.461963726,0.707664105
WBGene00194982,0.448788111,0.613915273,2.671748633,0.120314446,0.3396838
WBGene00194986,0.062222254,4.673564156,0.582366485,0.45572769,0.702758208
WBGene00195011,-0.384946703,-0.32987185,1.218374294,0.284885612,0.553527965
WBGene00195063,0.024697142,2.153766243,0.023462033,0.88004457,0.949592239
WBGene00195073,-0.066233128,3.516058494,0.219486193,0.645315016,0.831424587
WBGene00195081,0.176015743,0.39562389,0.232353719,0.635861408,0.82559798
WBGene00195084,0.476050365,1.020611412,4.49054059,0.048930154,0.190976514
WBGene00195086,-0.140654468,1.569587861,0.768044595,0.392899791,0.653120414
WBGene00195093,0.00172447,4.691694204,0.000361091,0.985057924,0.995291043
WBGene00195142,0.167202114,2.962316222,1.160954218,0.296150091,0.564271438
WBGene00195145,1.302569391,0.126217397,9.308493283,0.007151678,0.049189427
WBGene00195146,-0.412646508,0.591756817,2.294667044,0.147981939,0.385018718
WBGene00195154,-0.079517463,0.906551485,0.070818894,0.79331238,0.908613215
WBGene00195157,-0.44364423,0.605648526,1.850149058,0.191330244,0.445065474
WBGene00195164,0.258096651,1.166862085,1.161814218,0.295976958,0.564158632
WBGene00195166,-0.167377092,1.11262549,0.440073932,0.515881367,0.747318509
WBGene00195176,-0.596641496,3.42170715,16.50769359,0.000792228,0.0091409
WBGene00195177,-1.146165033,-0.086819409,8.231006642,0.010548736,0.066081979
