WB_id,logFC_daf16,logFC_double,logFC_daf2
WBGene00012015,-0.631255358,-0.504044023,0.188782016
WBGene00012030,0.200376449,0.532681166,0.552335978
WBGene00012035,0.497757338,0.091436608,-0.829274792
WBGene00012062,0.686388448,0.483774316,0.409674761
WBGene00012064,0.942953914,1.30015699,0.097933647
WBGene00012070,-1.454398469,-1.942166066,0.202520742
WBGene00012097,0.356506641,0.514357471,0.221051276
WBGene00012103,1.452635918,0.039583506,0.31781474
WBGene00012107,0.950926626,0.880226587,-0.311678934
WBGene00012122,-0.548441449,-0.429810643,0.850184538
WBGene00012127,0.5689024,0.690421955,-0.278700037
WBGene00012128,-0.564173461,-0.653617722,-0.642194764
WBGene00012136,-0.281996762,-0.266780182,-0.400302259
WBGene00012139,-0.363722798,-0.280127378,0.622773033
WBGene00012140,-0.829413529,-0.937936057,0.666331253
WBGene00012143,0.526955026,0.688460273,0.048324407
WBGene00012148,0.414806766,0.659464223,0.396682919
WBGene00012149,-0.521268931,-0.575228725,0.175851229
WBGene00012201,1.19303616,1.4216539,-1.018391811
WBGene00012204,0.453148839,0.545643027,0.02607953
WBGene00012225,-1.18068522,-1.408040486,-0.247708398
WBGene00012235,0.374228746,0.227706876,-0.189167676
WBGene00012251,-0.805926335,-0.977948053,-1.551555046
WBGene00012252,-1.695901816,-1.685553831,-0.294625635
WBGene00012253,-0.627833161,-0.562685258,-0.837389469
WBGene00012280,-0.677615442,-0.627100062,-1.068176603
WBGene00012322,0.555784022,0.481946427,-0.175111115
WBGene00012323,0.922829119,1.220312607,1.025885106
WBGene00012324,-0.509287632,-0.057236895,-0.055654365
WBGene00012326,-0.878866617,-0.988598318,-0.035959524
WBGene00012339,0.513248628,0.653726879,0.202188422
WBGene00012344,0.192369393,0.255609992,0.399935018
WBGene00012351,0.275152159,0.486165855,0.394565195
WBGene00012366,0.264477955,0.323736352,-0.061781269
WBGene00012381,-1.018782919,-1.138181918,0.367457264
WBGene00012382,-0.392077462,-0.414196507,0.362418639
WBGene00012395,0.515798624,0.444224731,0.392720301
WBGene00012398,-2.140211452,-1.843565956,2.694024528
WBGene00012399,-1.125218282,-0.901012785,1.520202837
WBGene00012404,-2.308039108,-2.427657555,0.778675544
WBGene00012407,-0.604889651,-0.331792673,-0.720740314
WBGene00012412,0.761268538,0.846264877,-0.248249271
WBGene00012428,1.198583512,1.392458728,-0.497563724
WBGene00012437,0.362827204,0.215415772,-0.12619296
WBGene00012439,-0.690505533,-0.848086555,0.747333718
WBGene00012441,0.944979317,0.778883243,0.383848264
WBGene00012443,0.554803057,0.747469757,0.278883782
WBGene00012456,1.723781851,0.702318807,-1.075339201
WBGene00012464,0.658892282,0.636809956,-0.711550483
WBGene00012491,-0.933587655,-0.913338313,0.230395441
WBGene00012492,-3.12218295,-2.86567943,0.828693007
WBGene00012531,-0.74403286,-0.784110338,0.335635839
WBGene00012544,-0.412232297,-0.166193456,0.595566579
WBGene00012545,2.831311076,2.653763984,0.672360719
WBGene00012546,1.763064682,1.638486254,-0.188042925
WBGene00012552,0.780550167,0.591933303,0.067215841
WBGene00012554,-0.525047769,-0.52354096,-0.349392327
WBGene00012585,0.48122639,0.889496388,1.961147464
WBGene00012595,-0.72430249,-0.266651899,0.594238744
WBGene00012604,-0.836945485,-1.129707469,-1.15583322
WBGene00012605,-1.07094528,-1.12479487,1.339071019
WBGene00012608,-1.455998749,-1.586694082,-0.124110686
WBGene00012615,-1.772160581,-1.85986164,-0.440091347
WBGene00012631,-1.254165321,-1.17137803,-0.69261138
WBGene00012633,-0.731262015,-0.970023551,-0.434350006
WBGene00012634,-0.747759141,-1.052067314,0.290716678
WBGene00012645,0.403348373,0.513024182,0.141063299
WBGene00012652,0.241515775,0.172661604,0.452595974
WBGene00012664,-2.092230018,-2.145908136,-0.9857681
WBGene00012692,0.277927474,0.447921827,0.413006095
WBGene00012726,0.925425387,1.074404459,-0.039651676
WBGene00012747,1.884652274,2.180566536,-2.750832962
WBGene00012755,-0.432992158,-0.223276934,-0.07753284
WBGene00012764,0.501847505,0.582415478,-0.022447485
WBGene00012803,0.301777666,0.339528506,-0.131261498
WBGene00012810,-2.162163841,-2.412534652,1.197478652
WBGene00012812,-0.293664728,-0.634321756,-0.083595985
WBGene00012822,1.439659373,1.372750044,-1.334681758
WBGene00012823,0.888125483,0.708541774,0.641737456
WBGene00012825,-0.886532178,-0.889573921,-0.90660731
WBGene00012826,-1.126687294,-1.080012623,-0.926731627
WBGene00012834,0.584497968,0.516696009,-1.326364529
WBGene00012835,0.492140578,0.669996353,-0.310375658
WBGene00012857,0.450161267,0.369277601,-0.19031536
WBGene00012860,-0.442567675,-0.477184042,0.088045212
WBGene00012875,0.273904257,0.271108658,-0.009616825
WBGene00012886,-1.230048986,-0.759297554,0.948340047
WBGene00012897,-0.314736973,-0.260059291,0.053911031
WBGene00012907,-0.485739452,-0.491165862,-0.26702936
WBGene00012910,-1.399806679,-1.288332526,-0.984325438
WBGene00012911,1.109887313,1.187287513,-0.215417821
WBGene00012959,-1.474597507,-1.138507605,0.875309413
WBGene00012968,0.694806617,0.743572048,-1.110240176
WBGene00012983,0.263682309,0.24415716,0.035265917
WBGene00013008,-0.642354359,-0.583829565,0.381421527
WBGene00013073,2.01157096,2.239713667,-0.836903118
WBGene00013074,2.049396715,2.125626715,0.501144669
WBGene00013077,-0.665669217,-0.638438162,0.376488118
WBGene00013078,-1.468651136,-1.614962378,0.659289856
WBGene00013093,0.336708126,0.392792032,-0.870099605
WBGene00013111,-0.536597073,-0.597925073,0.85011234
WBGene00013119,0.241467379,0.173046723,0.21279236
WBGene00013129,0.571840111,0.923476311,0.812388872
WBGene00013144,0.290309949,0.518502979,0.484569638
WBGene00013164,-0.401728883,-0.478730039,-0.003274126
WBGene00013169,-1.850224004,-2.461062129,-0.658818269
WBGene00013180,0.396812958,0.257887552,-0.125965706
WBGene00013181,0.240751999,0.549952831,0.236190845
WBGene00013220,-0.715730482,-0.741445157,0.870186233
WBGene00013238,-0.446131169,-0.619244167,-0.242575599
WBGene00013242,0.281720723,0.163069174,0.185558599
WBGene00013257,0.618773947,0.604088459,-0.731308761
WBGene00013295,-0.591713171,-0.466643263,0.053475674
WBGene00013311,-0.400987794,-0.573535553,-0.430105527
WBGene00013321,0.487854875,0.571161754,-0.185115873
WBGene00013330,1.18098841,1.067023535,-0.074129804
WBGene00013340,-0.318327867,-0.078505146,-0.364606653
WBGene00013352,0.651532899,0.575045757,0.067088984
WBGene00013360,-0.332466371,-0.327136014,0.012655533
WBGene00013379,-0.48571995,-0.435651238,-0.577447067
WBGene00013418,0.798707098,0.770474107,0.067054208
WBGene00013439,-0.928552997,-0.773062532,-0.275819753
WBGene00013440,-0.274773018,-0.37459399,-0.18067093
WBGene00013458,0.309349938,0.093877182,-0.097515875
WBGene00013477,-0.736373023,-0.901029159,0.449011659
WBGene00013484,-1.244360774,-1.308268542,0.677125698
WBGene00013485,-1.289066315,-1.117899033,0.844179535
WBGene00013489,-2.729069205,-2.738108285,1.367015619
WBGene00013515,-0.422214323,-0.242631816,0.48379762
WBGene00013516,-1.056595919,-0.959964666,0.805753804
WBGene00013543,0.29674479,0.160352991,-0.246238569
WBGene00013607,0.626377616,0.848591486,-1.597074312
WBGene00013609,-0.448696184,-0.044382703,-0.466387432
WBGene00013632,0.321129176,0.267676091,0.155621446
WBGene00013633,-1.081442478,-0.935417273,0.3145072
WBGene00013636,-1.255770043,-2.117431538,-0.66041956
WBGene00013637,-1.272468781,-2.316981419,-0.817990224
WBGene00013639,0.298490287,0.179178559,-0.158532434
WBGene00013654,2.412729002,2.622293895,-1.189651392
WBGene00013655,0.801479959,0.640653256,-0.038739821
WBGene00013688,0.192186128,0.327243024,0.393659425
WBGene00013748,-1.486248215,-1.378493725,-0.253143871
WBGene00013755,0.679494532,0.6239098,0.541829641
WBGene00013762,-0.514046749,-0.62464688,0.331603639
WBGene00013840,-2.414076016,-1.971277251,0.509280173
WBGene00013870,-0.739170635,-0.599504116,0.30050003
WBGene00013882,-1.122695922,-1.25069691,0.669031776
WBGene00013897,0.694359295,0.499060595,0.254170492
WBGene00013899,0.334454171,0.363222411,0.265803493
WBGene00013901,1.431750054,1.775584774,-1.332085965
WBGene00013903,0.504772584,0.529111612,0.20364725
WBGene00013904,-1.69794555,-1.957280599,1.955314514
WBGene00013906,-0.729688227,-0.97063553,0.674684199
WBGene00013920,0.337309322,0.468432761,-0.155147522
WBGene00013923,0.730217955,0.624247095,0.209238261
WBGene00013937,3.578093236,2.990795614,-1.464231488
WBGene00013938,-2.352013707,-2.621677829,0.650546739
WBGene00013939,2.8050794,3.215262037,-1.588051007
WBGene00013957,0.57271033,0.67592124,-0.32522317
WBGene00013961,-0.873903577,-1.076963892,0.364645949
WBGene00013964,0.736555635,0.523739862,-0.214396213
WBGene00013975,-1.128287098,-1.648543946,0.748706803
WBGene00013986,-3.040488789,-3.32449952,-0.463939246
WBGene00014001,-1.147167615,-0.908459672,0.34356646
WBGene00014002,-0.852807275,-1.064715434,0.080033999
WBGene00014006,-0.884319187,-0.747759968,1.062232567
WBGene00014016,-0.416270418,-0.441486785,0.258371083
WBGene00014030,-1.350074325,-1.290679329,1.370708179
WBGene00014035,0.412308196,0.15296297,-0.098969528
WBGene00014047,-4.708057178,-4.3382718,1.037602894
WBGene00014052,-0.566868128,-1.10397712,-0.731928745
WBGene00014057,1.049261194,1.150690569,-1.225430423
WBGene00014058,0.412124797,0.411112709,-0.141559453
WBGene00014063,1.12956363,1.38217298,0.039403962
WBGene00014095,-0.5278576,-0.045249076,0.041928259
WBGene00014096,-0.249182383,-0.30519369,0.197214276
WBGene00014098,0.475893831,0.604831383,-0.02412425
WBGene00014108,-0.496325448,-0.538922053,0.497880927
WBGene00014120,0.273695144,0.231474902,0.303683207
WBGene00014135,0.734978656,1.187789172,-1.257212012
WBGene00014141,-0.547711172,-0.520098228,-0.187455076
WBGene00014148,-0.345777862,-0.473948711,-0.317094057
WBGene00014150,-0.699245539,-0.527767563,0.689556692
WBGene00014164,-0.249654472,-0.054996176,0.269133671
WBGene00014165,0.347394503,0.73035541,0.614245661
WBGene00014175,1.071095556,0.90178993,-0.578457325
WBGene00014207,-0.341798588,-0.477924498,-0.057854394
WBGene00014213,-0.433016596,-0.436911025,0.241954924
WBGene00014244,0.476646952,0.565759218,-0.646145698
WBGene00014245,1.067147186,1.171846741,-0.449515462
WBGene00014251,-1.04608101,-0.762575249,0.181063283
WBGene00014252,-0.369123105,-0.231131997,0.16394275
WBGene00014258,-0.538736458,-0.638488652,0.195836564
WBGene00014300,-0.438615558,-0.729767669,-0.498576914
WBGene00014666,0.920544898,1.09878387,-0.50432234
WBGene00014697,-0.851574581,-1.009043242,-0.114867339
WBGene00014761,1.591114043,1.784743842,-0.909664656
WBGene00014801,0.357845669,0.176426526,-0.019197353
WBGene00014826,-0.780324946,-1.034673302,0.051409778
WBGene00015007,0.244979248,0.306912087,0.192691925
WBGene00015026,2.217806098,2.214982732,-0.483870894
WBGene00015040,-0.558586376,-0.379901087,1.039728194
WBGene00015041,-0.668245718,-0.785809818,1.135066876
WBGene00015044,-2.018838593,-2.137017069,0.592748788
WBGene00015045,-1.020333426,-0.975396074,-0.670571209
WBGene00015048,-0.471688084,-0.425903482,0.601906247
WBGene00015055,-0.701790244,-0.771823174,0.127337914
WBGene00015057,-0.41095684,-0.304622884,0.171190947
WBGene00015059,-0.699807509,-0.275564302,0.759762534
WBGene00015067,-0.594464768,-0.443856513,1.368582114
WBGene00015073,-0.765364153,-0.281625815,0.46131776
WBGene00015074,0.333368297,0.335411286,0.014770312
WBGene00015080,0.863572411,0.743285153,0.485578097
WBGene00015082,2.401700671,2.847091202,-0.710732925
WBGene00015101,-0.518999206,-0.373871886,0.752911137
WBGene00015102,-1.197857013,-0.609546238,0.524216484
WBGene00015116,-1.640663091,-1.944469099,1.371013531
WBGene00015125,-0.238803159,-0.311164689,0.043798611
WBGene00015139,0.628978117,0.623998469,-0.350525356
WBGene00015145,0.34071357,0.424481334,0.063062946
WBGene00015148,0.301256315,0.148089309,0.043267158
WBGene00015159,0.39495661,0.550774563,-0.082194952
WBGene00015177,0.332829134,0.350037987,-0.000523301
WBGene00015186,0.587340441,0.518928353,-0.118178315
WBGene00015190,0.51699678,0.439300214,0.154420086
WBGene00015191,0.498830173,0.624750712,0.117127589
WBGene00015220,0.947230453,1.08042548,0.561998399
WBGene00015258,0.840402571,0.80020618,-0.771296462
WBGene00015277,-1.483151112,-1.354163518,0.559486133
WBGene00015322,0.65524361,0.67412658,-0.803909744
WBGene00015333,0.880326981,0.880016928,-1.837637986
WBGene00015346,0.291477474,0.540410372,0.534595468
WBGene00015352,0.290387707,0.333265882,-0.18759015
WBGene00015355,-1.198802461,-1.187539592,1.803878745
WBGene00015362,-1.32514822,-0.920549413,1.299425738
WBGene00015366,0.634202844,0.570384509,-0.226157698
WBGene00015367,-2.064543662,-1.407376747,-0.030044184
WBGene00015371,0.452152265,0.505069565,-0.529089504
WBGene00015376,0.744895714,0.299673943,0.177226784
WBGene00015389,-0.59344408,-0.441147146,-0.081050305
WBGene00015391,0.415185066,0.350767662,0.24551075
WBGene00015393,-2.031850729,-1.819619061,0.759585833
WBGene00015398,-0.769196226,-0.73776699,-1.038121267
WBGene00015401,-0.754785125,-0.498868868,0.997934897
WBGene00015402,-0.642003772,-0.585551411,0.917775094
WBGene00015403,3.257212055,3.519600675,-1.907815073
WBGene00015410,-0.670224709,-0.563385124,-0.18811011
WBGene00015426,-1.31237981,-1.273862482,-0.054703162
WBGene00015433,-0.861990271,-0.79900373,-0.409826061
WBGene00015444,-0.865298567,-0.377812938,-0.214675552
WBGene00015455,1.935234537,1.837047059,-0.547080269
WBGene00015464,0.32798603,0.365994035,0.197693281
WBGene00015474,0.43229562,0.149059938,-0.342313379
WBGene00015477,0.234188758,0.111325646,0.193061242
WBGene00015479,-1.258625672,-0.790708514,1.081851018
WBGene00015483,-0.705601341,-0.746393164,-1.07359101
WBGene00015492,-0.327098214,-0.249494017,0.474573715
WBGene00015509,0.726919341,0.695845377,-0.180040788
WBGene00015512,-0.583662917,-0.645235165,-0.173863516
WBGene00015537,0.989618933,1.028888212,-1.260624756
WBGene00015561,-0.454215846,-0.384388642,-0.043113003
WBGene00015576,1.149727411,1.002226945,-0.055148089
WBGene00015577,0.722794011,0.744513394,0.611007214
WBGene00015580,0.275730942,0.301371023,0.072480571
WBGene00015586,-0.706159093,-0.167736792,-0.44984524
WBGene00015593,1.342252397,0.536244476,-1.32029873
WBGene00015599,-3.528648397,-2.305391366,0.107485982
WBGene00015600,-5.407451082,-2.737048515,0.085966345
WBGene00015601,0.754689662,0.450196045,-1.284851443
WBGene00015602,0.771945703,0.613058215,-1.096609232
WBGene00015605,1.187902627,0.506826163,-0.993708462
WBGene00015608,0.348539221,0.453959456,0.16036842
WBGene00015609,0.925103009,0.674483618,-0.871525354
WBGene00015646,0.850376288,0.706891777,-0.051653533
WBGene00015660,-1.02152578,-0.711104675,2.804311041
WBGene00015672,1.559252944,0.155361363,0.466204248
WBGene00015675,0.661069925,0.065509918,0.202334926
WBGene00015695,-1.068711548,-1.27741199,-2.046131739
WBGene00015701,1.712439984,1.617839977,-0.299294823
WBGene00015703,-0.266278571,-0.284204533,0.066451714
WBGene00015710,0.764120313,0.559855862,-1.618818225
WBGene00015713,-0.37677024,-0.458774809,-0.505144981
WBGene00015729,0.703867343,0.523358617,-0.212333785
WBGene00015739,0.997866136,1.723106006,0.652998965
WBGene00015756,0.42135709,0.579579723,-1.613863961
WBGene00015759,-0.680762634,0.74803071,-0.906180802
WBGene00015767,-0.301826775,-0.276004044,-0.213997116
WBGene00015768,0.652602735,0.746692656,-0.466440798
WBGene00015778,0.479494802,0.426112748,-0.27373297
WBGene00015786,-0.470262948,-0.443123236,-0.213312866
WBGene00015790,-0.29647918,-0.412902698,0.108876368
WBGene00015793,-0.368019013,-0.226741151,-0.4840017
WBGene00015805,-0.526697362,-0.073290712,-0.689151702
WBGene00015811,0.270990571,0.479770653,0.34224679
WBGene00015828,2.612050497,2.754000177,-3.700736374
WBGene00015829,2.527852683,2.222898102,-2.802504704
WBGene00015839,2.187365716,1.783186199,-2.03233464
WBGene00015859,-0.733447584,-0.601670998,-0.683191437
WBGene00015864,0.58945838,0.616727473,-0.635931629
WBGene00015865,0.475435732,0.644353608,0.446876368
WBGene00015868,0.260093367,0.295502895,0.027655838
WBGene00015889,-1.181922983,-0.948595237,1.713095961
WBGene00015900,-0.593341861,-0.655508584,0.125140735
WBGene00015901,-0.609278891,-0.714759048,0.347259881
WBGene00015913,1.191798671,1.43443504,-0.833046683
WBGene00015914,0.942578915,0.931927727,-0.049385037
WBGene00015919,-0.588549575,-0.511361451,0.315544381
WBGene00015932,2.12487776,1.998312637,-0.543373458
WBGene00015933,-1.413424425,-0.916640521,-1.415747662
WBGene00015947,-0.674283245,-0.663582936,0.632234432
WBGene00016004,0.684850514,0.601965032,-2.255349496
WBGene00016013,-1.606357638,-1.901868247,1.826225493
WBGene00016019,0.272454012,0.511620774,0.226275263
WBGene00016027,-1.335987565,-1.218028579,-0.361125846
WBGene00016034,-0.445797181,-0.24223887,-0.13742507
WBGene00016046,-0.684965521,-0.895262324,0.45439072
WBGene00016048,-0.871199185,-1.006368522,0.011087769
WBGene00016052,-1.362311508,-1.581446464,-0.117240382
WBGene00016063,2.474096575,4.500331183,-0.312761577
WBGene00016064,1.651558934,1.979215197,-0.964169736
WBGene00016068,-0.260788815,-0.13484402,0.03012336
WBGene00016073,0.280844743,0.529115411,0.688891955
WBGene00016095,-0.457173897,-0.563309033,-0.218129952
WBGene00016103,0.230232433,0.333018799,-0.319301508
WBGene00016114,0.536615595,0.616520232,-0.201610696
WBGene00016116,0.253472876,0.297724,0.199104186
WBGene00016119,-0.500363732,-0.338050756,0.611701076
WBGene00016150,-0.422893503,-0.458281211,0.107902001
WBGene00016166,0.240515099,0.399464703,0.257456241
WBGene00016175,2.035434114,2.139494887,-0.522516023
WBGene00016187,-0.869285835,-0.92601182,0.892136175
WBGene00016218,-1.314621539,-1.161159602,0.023902437
WBGene00016219,-1.079160015,-1.206001337,-0.145145979
WBGene00016234,-0.6520525,-0.710186478,1.228099989
WBGene00016261,0.377584002,0.448983137,-0.121161115
WBGene00016266,-0.71827874,-0.929075963,0.287247701
WBGene00016274,-0.88763097,-0.602484183,0.80569406
WBGene00016283,-0.674416997,-0.462302018,0.430835215
WBGene00016294,0.636063634,0.526880472,-0.334196909
WBGene00016295,1.596069435,1.628304207,0.084966201
WBGene00016302,-2.614786075,-2.738611171,1.900462114
WBGene00016315,-0.237974368,-0.291568849,0.20740292
WBGene00016325,0.54902509,0.418576583,0.27665426
WBGene00016337,0.785473131,0.628836154,-0.012952473
WBGene00016350,-0.848127344,-1.081301194,0.727858725
WBGene00016359,0.417642791,0.178256116,0.045869281
WBGene00016360,0.990170816,0.917139691,-0.946245462
WBGene00016368,0.456646547,0.665523612,0.027401791
WBGene00016404,0.28607807,0.045151893,-0.02471909
WBGene00016406,0.361678117,0.500694237,0.077713575
WBGene00016407,-0.420662166,-0.339525491,0.448131121
WBGene00016408,0.218808149,0.323068122,0.105132605
WBGene00016419,-0.942185323,-0.781611894,0.630451086
WBGene00016431,-0.809274707,-0.640353497,-1.633122211
WBGene00016436,1.134023991,0.574453734,0.027866066
WBGene00016465,-1.270463117,-0.447269377,0.685888732
WBGene00016506,-0.411287472,-0.099078742,0.863063435
WBGene00016542,-0.417262207,-0.449382778,0.047170839
WBGene00016544,0.582064313,0.789764577,-0.38172523
WBGene00016562,-0.230094796,-0.225980682,0.165229826
WBGene00016577,-1.973127837,-2.085320956,-1.908801428
WBGene00016594,-1.061962079,-0.875236682,0.047895491
WBGene00016599,-0.752288099,-0.645011686,-0.150259652
WBGene00016610,0.420942121,0.587905122,0.13190948
WBGene00016619,0.78285078,0.683577203,-0.317554408
WBGene00016623,-0.501970172,-0.315600862,-0.028850623
WBGene00016626,0.592940675,0.130757009,-0.013905675
WBGene00016628,-0.718212547,-0.57738824,1.059629789
WBGene00016630,0.589559257,0.64674097,-0.088712169
WBGene00016644,1.449641495,1.675565611,-0.840149119
WBGene00016657,-0.464942157,-0.40937571,0.142290076
WBGene00016663,0.616727105,0.609128826,-0.389015269
WBGene00016682,-0.520752984,-0.614246785,-0.240941838
WBGene00016684,0.30644278,-0.017742285,-0.11234689
WBGene00016692,-1.186123236,-1.124252275,1.401331047
WBGene00016694,-1.099200262,-1.743693883,1.011043963
WBGene00016704,0.30836073,0.268541242,-0.600937811
WBGene00016714,-0.98977717,-0.612497561,-0.160088311
WBGene00016716,-0.693626106,-0.543870313,0.473704821
WBGene00016717,0.632603845,0.580552303,-0.192966804
WBGene00016728,0.591496768,0.633471723,-0.703578147
WBGene00016738,0.319639802,0.407882394,0.327536507
WBGene00016739,0.474154522,0.532060225,0.195393579
WBGene00016750,0.268609576,0.435199207,0.674541057
WBGene00016762,-0.954484319,-0.872863835,-0.547824731
WBGene00016769,-0.573832023,-0.779478452,-0.165945633
WBGene00016782,0.399009396,0.537817668,-2.613712603
WBGene00016848,-0.781315123,-0.779281088,0.479690572
WBGene00016863,-2.724834686,-2.166689231,1.655715797
WBGene00016865,-0.481826264,-0.270943753,0.622062203
WBGene00016879,0.322354893,0.432467195,-0.191698726
WBGene00016886,-2.026628054,-1.77928053,3.65153856
WBGene00016892,-0.997338836,-0.833821994,0.422233662
WBGene00016894,-0.584943111,-0.514532307,0.628537005
WBGene00016906,0.491825062,0.591677373,-0.48186004
WBGene00016916,0.501632157,0.567589346,0.582613022
WBGene00016920,0.46475558,0.511997712,-0.236704692
WBGene00016939,1.068541225,1.274551564,-1.523316144
WBGene00016942,-3.088371285,-2.91455543,0.74574516
WBGene00016943,-4.197281072,-4.537331929,0.184627697
WBGene00016987,-0.503632349,-0.53071589,1.275464773
WBGene00017009,-0.693927879,-0.562884805,0.046777533
WBGene00017032,-1.399500732,-0.818929119,0.663479928
WBGene00017063,0.24011203,0.161749927,0.007615369
WBGene00017070,-0.504786645,-0.491349399,0.08569165
WBGene00017071,0.791716481,0.948228398,-0.735491667
WBGene00017101,1.234422317,1.357843042,-0.51207472
WBGene00017125,-0.357741007,-0.46697023,0.120567802
WBGene00017128,-2.222071651,-2.262675143,0.74635612
WBGene00017133,-0.390034011,-0.307015023,0.541874362
WBGene00017163,0.169278096,0.25134927,-0.373262382
WBGene00017166,-0.748784231,-0.66918043,0.134871955
WBGene00017189,-4.576093637,-4.449788338,-0.196040562
WBGene00017190,-1.175900836,-1.267184179,0.247141685
WBGene00017191,-1.218814998,-1.182026839,0.847727569
WBGene00017200,-5.018583645,-4.442269361,-0.870968629
WBGene00017201,0.773033761,1.011648925,0.932523986
WBGene00017210,0.309674845,0.461443725,0.435958654
WBGene00017214,3.592185123,3.274574766,-0.757274153
WBGene00017233,-1.699772711,-2.117926351,2.244913513
WBGene00017243,-1.266317281,-0.911800745,0.734674614
WBGene00017246,-2.115879327,-1.456394916,1.280723245
WBGene00017250,-0.819829542,-0.689228296,-0.092775789
WBGene00017257,-0.870815759,-0.841320965,0.577224315
WBGene00017301,-0.625294514,-0.656864202,0.269728368
WBGene00017341,1.786918421,1.477721652,-1.556563553
WBGene00017347,0.219238863,0.507140008,0.51084659
WBGene00017349,-0.313351923,-0.304046755,0.277287751
WBGene00017362,0.99716197,1.267471958,0.33144399
WBGene00017363,0.745324227,0.415775023,0.317565274
WBGene00017364,1.077282579,1.559216184,-2.154384455
WBGene00017374,-1.36241184,-1.273708104,1.056380612
WBGene00017375,0.532166976,0.023583068,-0.004499975
WBGene00017379,0.917238584,0.802362024,-0.842400076
WBGene00017417,0.820079436,0.783093141,0.223045962
WBGene00017427,-0.672976559,-0.600103428,0.03175195
WBGene00017431,-0.384073077,-0.296407096,0.154904859
WBGene00017434,0.841345311,0.648191182,-0.002711649
WBGene00017438,-1.49282487,-0.450017972,0.214503875
WBGene00017440,-0.418802565,-0.188106269,0.395987849
WBGene00017443,-1.910960718,-1.859836374,1.347337227
WBGene00017447,-0.376523624,-0.327336389,-0.059283878
WBGene00017448,-0.269566765,-0.308644026,-0.299094867
WBGene00017480,0.483734372,0.444147775,-0.144691856
WBGene00017483,-1.17217275,-1.22451241,0.543812207
WBGene00017484,-1.994423177,-2.037919558,0.002982428
WBGene00017487,0.314946376,0.368464452,-0.803297493
WBGene00017501,-4.920686175,-5.611309737,-3.397933722
WBGene00017511,-1.096701751,-1.391700373,-0.842328605
WBGene00017514,0.564214042,0.308448704,-0.119394845
WBGene00017536,0.627820959,0.690462728,-0.562029005
WBGene00017553,3.104850569,3.79437347,0.007905065
WBGene00017557,0.230934831,0.189834237,-0.43458747
WBGene00017567,1.108605052,1.244166538,1.913174669
WBGene00017592,2.36296768,2.618974872,-2.170835678
WBGene00017609,0.454120448,0.292513589,0.098278534
WBGene00017620,-0.3956057,-0.360294431,-0.203183115
WBGene00017621,-0.60464615,-0.741949346,1.433687791
WBGene00017640,-0.297946183,-0.408325936,0.22442437
WBGene00017641,-0.461507369,-0.256679547,0.808384863
WBGene00017651,0.871500414,0.884316691,-0.303974129
WBGene00017660,-5.154270134,-3.783420659,1.574805488
WBGene00017678,-1.150326292,-1.017666192,0.516665566
WBGene00017681,0.536938311,0.542951476,-1.486772356
WBGene00017688,-0.784361863,-0.711041438,0.193855281
WBGene00017734,-0.314478086,-0.450605345,0.013349104
WBGene00017751,1.061679532,1.243330848,-0.126141222
WBGene00017761,-0.567280415,-0.506989029,-0.538635159
WBGene00017765,-0.378546319,-0.267298969,0.182524602
WBGene00017775,0.224142124,0.275307904,-0.041813495
WBGene00017776,0.297109517,0.444090217,0.533641764
WBGene00017777,0.326924765,0.359975558,0.112166585
WBGene00017789,0.487500807,0.433934282,-0.474821454
WBGene00017823,-1.979474411,-1.537347913,0.461213046
WBGene00017834,0.397753225,0.489268856,-0.129384701
WBGene00017837,-0.417775422,-0.306125377,0.084461277
WBGene00017852,-0.343362686,-0.238013112,0.337295893
WBGene00017861,0.81385167,0.747230043,-0.383583554
WBGene00017864,-0.21881987,-0.285042556,0.54563706
WBGene00017867,0.705239221,0.267016042,-1.012860055
WBGene00017881,-1.312352203,-1.175666497,0.335419161
WBGene00017892,-0.699712768,-0.182793928,0.536865519
WBGene00017905,-0.506040911,-0.596762199,-0.239547238
WBGene00017945,-1.043824698,-1.26603344,1.063061763
WBGene00017947,0.398866909,0.417143426,-0.41383461
WBGene00017948,0.959987774,0.981698133,-0.350372118
WBGene00017964,1.064859892,1.15370791,0.924889845
WBGene00017968,-0.472141386,-0.534640336,-0.001909373
WBGene00017969,1.389364651,1.540754999,-0.378727254
WBGene00017971,-0.621702728,-0.593759554,0.123257275
WBGene00017975,0.44827421,0.325706016,0.498745014
WBGene00017976,0.482791887,0.205806612,0.180658757
WBGene00017983,0.373408053,0.392384365,-0.105198972
WBGene00017996,0.309286709,0.414046119,0.146129295
WBGene00018024,-0.324693035,-0.483792002,-0.251218046
WBGene00018035,-0.475765685,-0.46396885,0.342781336
WBGene00018037,0.366563492,0.295799504,-0.141093946
WBGene00018051,-0.572755337,-0.667452193,0.326515614
WBGene00018114,-1.99498756,-1.682687586,0.516386963
WBGene00018138,-1.1473372,-1.07812432,-0.641597079
WBGene00018146,-0.411101293,-0.31812538,0.024377518
WBGene00018154,0.195773489,0.349927536,0.27947736
WBGene00018174,-4.489812836,-4.346243277,2.099488202
WBGene00018184,0.703717945,0.830702134,0.031582859
WBGene00018195,-1.274999109,-1.313310988,0.33657235
WBGene00018213,-0.848608677,-0.890270482,0.412137809
WBGene00018218,-0.30278603,-0.391692939,0.151520079
