WB_id,logFC_daf16,logFC_double,logFC_daf2
WBGene00007365,1.429405681,1.386786066,0.66864706
WBGene00007368,0.720524198,0.497277015,-2.440933992
WBGene00007392,1.307251617,1.021266099,-0.164162793
WBGene00007393,1.360324759,1.180091862,-0.50332102
WBGene00007402,-0.489050995,-0.401743926,-0.05736905
WBGene00007405,-1.365706353,-1.339640051,0.751589838
WBGene00007424,-0.387441183,-0.201678849,-0.114330872
WBGene00007440,-2.016553429,-2.290780796,-0.015911763
WBGene00007450,0.994402714,0.8032334,-0.566628605
WBGene00007452,-3.87359128,-3.70789835,0.697551178
WBGene00007453,-0.620598174,-1.053350018,0.511194956
WBGene00007455,1.305693141,1.595393733,0.425675205
WBGene00007473,-2.776402358,-1.777790863,3.422612845
WBGene00007484,0.6410299,0.496570811,-0.889249017
WBGene00007513,-0.845276507,-0.911705111,0.432191843
WBGene00007525,-0.736206903,-0.852118843,-0.055486271
WBGene00007536,1.024533328,1.134449475,-0.736708222
WBGene00007555,0.30060655,0.581829655,0.618755779
WBGene00007557,-0.493657605,-0.430577402,0.068084297
WBGene00007576,0.248416123,0.460012511,0.624688775
WBGene00007581,0.270901117,0.372640481,0.212256799
WBGene00007588,-0.306722501,-0.292347448,0.190690488
WBGene00007592,0.34866311,0.260546266,0.056769042
WBGene00007593,-0.248368322,-0.156486357,0.107498003
WBGene00007599,-0.642503402,-0.674391432,-0.211968597
WBGene00007605,0.671821175,1.095223528,-1.698606013
WBGene00007609,-0.433625589,-0.531911519,0.107636821
WBGene00007638,0.355945707,0.507489198,-0.125094532
WBGene00007647,0.203168109,0.213585961,-0.042974578
WBGene00007650,-0.656417141,-0.583005821,0.475310424
WBGene00007653,0.255397285,0.167120455,0.011656415
WBGene00007660,-1.211768289,-1.611577443,0.712119283
WBGene00007679,0.370805585,0.202330738,-0.138594069
WBGene00007680,-0.688723165,-0.793040845,0.246024008
WBGene00007685,0.583466661,0.725514159,-0.124590908
WBGene00007691,-2.101757125,-1.942846044,2.405409257
WBGene00007692,-0.64821848,-0.659037823,-0.389289175
WBGene00007695,-0.64465619,-0.683341389,1.222918828
WBGene00007711,-0.33881827,-0.33698591,0.160692255
WBGene00007717,-0.97368558,-1.134142752,-0.128222081
WBGene00007725,0.395872373,0.214895953,-0.447552265
WBGene00007728,0.827805184,0.953370804,-0.954205862
WBGene00007786,-0.419098295,-0.452688404,-0.10893507
WBGene00007807,-1.140962429,-0.892361949,-1.028336197
WBGene00007808,0.689838686,0.929621095,-0.434525629
WBGene00007819,-0.370545256,-0.339989335,0.247817907
WBGene00007844,0.665900366,0.772398215,0.064653353
WBGene00007848,-0.91985717,-0.891209593,-0.567855813
WBGene00007857,0.435617227,0.387391061,-1.511833453
WBGene00007867,0.865816409,0.729522044,-0.297125833
WBGene00007875,-0.734751961,-0.104671547,-3.969756952
WBGene00007878,0.470125273,0.608121151,-0.050997996
WBGene00007883,0.302718196,0.145417134,0.10880467
WBGene00007890,-1.273046261,-1.493443502,-0.056777795
WBGene00007898,-0.455951639,-0.20339421,-0.230872864
WBGene00007907,0.481014075,0.451818916,0.086186864
WBGene00007913,-0.670598246,-0.726913761,-0.161110275
WBGene00007919,0.444527904,0.757420928,-0.345650657
WBGene00007921,-0.232266915,-0.082397186,0.108383351
WBGene00007949,1.557688603,1.958261072,-0.513821853
WBGene00007950,-0.846726607,-0.797082371,-0.68054426
WBGene00007963,-3.095406265,-3.103877725,-0.601605447
WBGene00007964,-1.329554501,-1.627916377,-0.776941485
WBGene00007973,0.701932008,0.698263082,-0.577810882
WBGene00007982,0.260325588,0.183855333,-0.101059018
WBGene00007989,-1.377205057,-1.224499341,2.618114018
WBGene00008000,-0.689013783,-0.844446353,-0.656536858
WBGene00008014,0.686132415,0.003988752,-1.170446424
WBGene00008019,-0.366032953,-0.34032969,0.062725533
WBGene00008032,-1.010202388,-0.74048585,1.057302073
WBGene00008037,-1.113690648,-0.401814769,0.579529951
WBGene00008040,-1.535098223,-1.604334272,0.429642342
WBGene00008042,2.339699892,2.555929535,-3.456772941
WBGene00008044,-2.075630793,-2.136916311,1.256733007
WBGene00008051,0.409493225,0.415863845,-0.602242532
WBGene00008052,-0.355842677,-0.224733192,0.462330918
WBGene00008084,0.735071776,0.728758731,-0.493503115
WBGene00008097,1.442819039,1.792575031,1.652859131
WBGene00008110,0.303070114,0.292080684,0.134036041
WBGene00008117,0.351976124,0.456705062,-0.089752797
WBGene00008127,1.046153091,1.11627844,-0.999181004
WBGene00008165,-0.208513216,-0.136842123,0.134562242
WBGene00008170,-0.908040265,-0.665315625,0.735472696
WBGene00008177,0.318621454,0.496046308,0.263384959
WBGene00008180,1.584162812,1.273299891,-0.878808024
WBGene00008194,-0.380464288,-0.207380512,0.151309555
WBGene00008224,0.370467976,0.444171539,-0.439623194
WBGene00008225,0.241064445,0.411863819,0.018455496
WBGene00008229,-0.560391165,-0.589698337,-0.168885651
WBGene00008230,0.647246991,0.905760744,-0.179131083
WBGene00008233,0.371666182,0.504519247,-0.35081436
WBGene00008234,1.560686497,1.634879558,0.832376299
WBGene00008296,-2.553686505,-3.014584965,0.4376721
WBGene00008301,-1.720670753,-1.801140717,-0.122156828
WBGene00008304,-1.070706929,-0.52038043,0.72232302
WBGene00008320,-0.525182687,-0.607099699,-0.457904805
WBGene00008332,-0.690324446,-0.986978641,0.856828816
WBGene00008333,-0.976719817,-0.852321132,0.53602369
WBGene00008335,-0.58153735,-0.600307615,0.583957515
WBGene00008336,-0.767364033,-1.04112028,0.499621826
WBGene00008352,-1.041148766,-1.082232673,0.524647057
WBGene00008353,0.260626242,0.229740169,0.014749315
WBGene00008356,0.697291386,0.673390051,-0.277180686
WBGene00008357,1.023810144,0.958061363,-0.483674123
WBGene00008358,1.130054105,0.993565903,-1.034038864
WBGene00008359,0.779847732,0.743412229,-0.060795001
WBGene00008360,0.932752198,0.886760426,0.224145531
WBGene00008366,0.635022841,0.74250125,-0.270596049
WBGene00008388,-1.814011501,-2.153502631,-0.164332973
WBGene00008389,-0.680277496,-0.534021017,0.207420274
WBGene00008425,1.125066925,1.175220407,-0.669480944
WBGene00008436,-0.61275315,-0.786513893,1.131643969
WBGene00008446,-0.541292828,-0.534524645,0.247618088
WBGene00008451,0.491958424,0.97272777,-1.186023834
WBGene00008452,0.285782702,0.611471432,0.338157415
WBGene00008477,-1.050629293,-0.590519802,0.658241287
WBGene00008485,-2.36096031,-1.792302953,0.206116507
WBGene00008490,1.243525415,1.538986909,-0.01433527
WBGene00008492,-1.526656785,-0.728738007,0.717898412
WBGene00008495,-0.853838424,-0.629000815,-1.912340879
WBGene00008506,-0.5826548,-0.475381651,0.224667424
WBGene00008510,-0.573912248,-0.671621733,0.424487703
WBGene00008515,-0.425369482,-0.344458762,0.859357238
WBGene00008521,0.345680524,0.289354527,-0.043554133
WBGene00008522,0.352754331,0.539522924,0.348938433
WBGene00008532,0.206743281,0.242625435,0.059397105
WBGene00008542,-0.672586611,-0.692778949,0.342491065
WBGene00008553,0.52921388,-0.040720931,-0.210089785
WBGene00008560,0.883401337,0.911511789,-1.102017084
WBGene00008565,1.67926522,1.898115844,-0.913904484
WBGene00008566,0.590078355,0.818605852,-0.119731803
WBGene00008567,-2.980969947,-3.192629173,-0.042818644
WBGene00008589,0.699500505,0.597077618,0.230244008
WBGene00008593,1.035035027,0.412290925,-1.712802151
WBGene00008594,0.463306533,0.644818628,0.357464632
WBGene00008596,0.634031943,0.684144474,-1.623664247
WBGene00008597,-1.755162395,-1.494261148,-0.59885701
WBGene00008603,-0.320093689,-0.529794445,0.66546925
WBGene00008607,0.753972835,1.136202627,-0.213187246
WBGene00008634,0.52033929,0.298002339,-0.316151437
WBGene00008647,2.378125976,2.298331849,-0.955030856
WBGene00008654,-1.098266535,-0.832239322,0.858331032
WBGene00008659,1.11535474,1.666873159,-0.250496439
WBGene00008662,-0.741605343,-0.508858256,0.183224055
WBGene00008663,-0.575034355,-0.555137459,0.035564034
WBGene00008669,0.380357535,0.430076675,-0.545082105
WBGene00008670,0.366394474,0.406393121,-0.123654364
WBGene00008679,-2.517876605,-2.551597509,2.201862697
WBGene00008681,-0.380672601,-0.318307892,0.68773383
WBGene00008688,0.422989728,0.551124218,0.384910398
WBGene00008706,-0.514840827,-0.405391852,0.263173435
WBGene00008707,-0.551448759,-0.655361612,0.099280471
WBGene00008712,0.64739945,0.708948953,-0.217832747
WBGene00008731,-0.526196036,-0.61225712,0.611961391
WBGene00008739,-0.784852959,-0.792476778,0.493674344
WBGene00008741,1.375892651,1.943648282,-0.038658983
WBGene00008757,-1.379040248,-1.485971989,0.603973278
WBGene00008762,0.385551045,0.342128723,-0.637585312
WBGene00008780,0.292987912,0.356753593,-0.024666506
WBGene00008793,1.482647438,1.857763804,-0.639394104
WBGene00008794,2.429496401,2.768647197,-0.950850412
WBGene00008797,2.324993752,2.9933352,-0.085095443
WBGene00008804,0.868046949,0.771628367,-0.602063155
WBGene00008820,0.510545468,0.469698367,0.250167519
WBGene00008833,-1.776285759,-1.353246327,0.005016325
WBGene00008834,-1.329191604,-1.356759677,-0.19138338
WBGene00008835,-1.855645738,-1.137107572,-0.070617634
WBGene00008849,-1.828795029,-1.462199036,0.998107041
WBGene00008850,-5.108112542,-4.516892313,1.96023192
WBGene00008880,0.336007086,0.436462203,-0.105928489
WBGene00008886,0.435578626,0.573596588,-0.197979687
WBGene00008891,-0.704591045,-0.107364143,-1.062976964
WBGene00008897,-2.685377616,-2.439139022,0.370968401
WBGene00008900,-0.364324728,-0.347232545,-0.043499162
WBGene00008905,-7.228128173,-7.068343859,0.279698621
WBGene00008914,0.289747844,0.169022228,0.016283366
WBGene00008915,0.3982512,0.473720281,-0.343913432
WBGene00008919,0.26446905,0.256917846,0.351262106
WBGene00008936,-0.540598682,-0.362897242,-0.252861934
WBGene00008952,0.317928994,0.388186998,0.063980443
WBGene00008953,0.481226409,0.535247805,0.180237822
WBGene00008954,-0.930910559,-0.006111692,0.421088088
WBGene00008956,0.400987919,0.162457944,-0.130689947
WBGene00008969,0.226395633,0.334317253,-0.083569642
WBGene00008985,-0.965027525,-0.592489823,-0.67102851
WBGene00008986,-0.883532116,-0.782468726,0.519709922
WBGene00008988,-1.276999378,-2.08430687,0.541569057
WBGene00009028,-2.84036305,-2.769607824,1.860344424
WBGene00009033,-2.057201942,-1.963998918,1.849975989
WBGene00009042,1.517685464,1.226425355,0.307878106
WBGene00009048,1.204442929,1.260247637,-0.916328664
WBGene00009049,-1.114082059,-1.167109872,0.426045331
WBGene00009061,-1.640181517,-1.680819033,0.800361042
WBGene00009064,-0.3668777,-0.349908988,0.034673938
WBGene00009068,0.442788564,0.600347274,-0.084432801
WBGene00009087,1.698437193,1.799891844,-1.404868627
WBGene00009091,-0.750944078,-0.738534809,0.458673283
WBGene00009094,-0.565260117,-0.552032704,-0.409639661
WBGene00009116,0.229963923,0.194211569,-0.06930862
WBGene00009163,0.547236373,0.533305955,0.601698954
WBGene00009177,0.288192116,0.381210454,0.30337039
WBGene00009192,0.633270246,1.10144952,-0.788477674
WBGene00009211,0.241028746,0.419069417,0.204867886
WBGene00009213,2.216212469,1.826749804,4.084665828
WBGene00009215,2.278487008,1.906606388,-0.947846858
WBGene00009219,-0.416857934,-0.337418441,-0.186269506
WBGene00009221,0.850513147,0.929267248,0.59270627
WBGene00009226,-1.634855162,-1.597159648,0.282733022
WBGene00009227,-4.110053785,-3.45941071,1.946074848
WBGene00009228,-1.130716552,-0.624722344,-0.638871812
WBGene00009236,0.930324922,0.793481763,-0.314275318
WBGene00009237,1.294525374,1.45038681,-2.285900774
WBGene00009245,-0.328486018,-0.258178084,0.150644996
WBGene00009257,-1.14181399,-1.236863487,-0.124256779
WBGene00009271,0.426711291,0.40457829,0.015378394
WBGene00009274,-0.4382718,-0.422118892,-0.081144046
WBGene00009288,0.327034628,0.386473192,-0.436006579
WBGene00009289,0.285664694,0.497156768,0.102183214
WBGene00009308,-0.734110056,-0.986075927,-2.175569373
WBGene00009339,-1.809347082,-1.492143551,1.620242646
WBGene00009340,-0.551355807,-0.553386347,0.298794041
WBGene00009343,1.764983225,1.87049922,-1.291852149
WBGene00009347,0.67924684,0.823138953,-1.469306773
WBGene00009350,0.396195141,0.353262563,-0.221423268
WBGene00009369,-0.459773851,-0.28607884,0.18072368
WBGene00009374,-0.324600854,-0.46262624,-0.667633006
WBGene00009394,0.361904885,0.647761503,-0.336686656
WBGene00009395,1.485453117,1.646313463,-2.43428347
WBGene00009396,-0.60108366,-0.059992805,0.422373758
WBGene00009397,0.491483109,0.950643197,0.566058149
WBGene00009408,-0.720200221,-0.885679436,0.444584958
WBGene00009430,-0.899768141,-1.076962809,1.799308682
WBGene00009433,-1.160323353,-1.024921417,-0.004478743
WBGene00009439,-0.528337504,-0.409215384,0.819972328
WBGene00009447,-0.657231128,-0.56082727,0.050641118
WBGene00009453,-0.301360556,-0.281105156,-0.350188201
WBGene00009459,1.483559325,1.898197287,-0.713950415
WBGene00009475,-0.429549006,-0.423623784,0.243745681
WBGene00009482,0.332958739,0.320422938,0.205144784
WBGene00009483,0.418473202,0.304251275,-0.632623577
WBGene00009493,0.836835487,1.041213057,-2.168639571
WBGene00009498,-0.436335164,-0.378707206,-0.11074665
WBGene00009499,-1.841668008,-2.05768162,0.149485383
WBGene00009514,-0.999038309,-1.144196249,0.03199693
WBGene00009515,3.275488069,3.635406748,0.247744148
WBGene00009518,0.493762718,0.830964229,-1.818217713
WBGene00009529,-0.707023011,-0.656459169,0.878231862
WBGene00009552,0.212359485,0.205315817,0.06603164
WBGene00009554,-0.690671036,-0.58202634,0.355441925
WBGene00009578,-0.616734753,-0.500626186,0.080896137
WBGene00009584,-0.19533435,-0.257865856,-0.21372089
WBGene00009586,-0.904255176,-0.774472795,0.246925635
WBGene00009600,-0.966852009,-0.985727862,1.742025835
WBGene00009620,0.622178111,0.510142436,-0.146453377
WBGene00009621,-0.550850998,-0.488213405,-0.076981065
WBGene00009626,-1.157317309,-1.677704967,0.817590787
WBGene00009628,-1.112779616,-1.982201668,-2.496554712
WBGene00009634,1.750908614,2.068405687,0.549575762
WBGene00009635,-0.803083953,-0.694613539,0.00091876
WBGene00009636,-0.546259685,-0.632738719,-0.474871671
WBGene00009638,1.300870757,1.718096118,0.680011279
WBGene00009639,1.02709038,1.3444066,0.349712572
WBGene00009640,1.61104579,1.959431619,0.564611337
WBGene00009663,-1.329474308,-1.41653829,0.172455107
WBGene00009677,-1.256187471,-1.554711177,0.626605503
WBGene00009696,0.55759845,0.301369652,0.806914908
WBGene00009702,-0.714716606,-0.284674294,1.113549695
WBGene00009706,1.76363678,1.878125033,-0.301432826
WBGene00009711,0.249310424,0.562238478,0.648122996
WBGene00009715,0.35866236,0.212326241,0.084776909
WBGene00009729,0.952177004,1.251581952,-0.337554355
WBGene00009772,0.33230253,0.556720695,0.643739841
WBGene00009773,-1.165814797,-1.329925276,-0.452427032
WBGene00009787,-0.891911307,-1.085026837,0.782416302
WBGene00009796,-0.904263488,-1.027114835,-0.02794275
WBGene00009803,-0.72515026,-0.572355084,0.486611231
WBGene00009805,-2.581821818,-2.410858263,1.535766621
WBGene00009820,-0.57977427,-0.336646108,1.307958499
WBGene00009835,-1.642100315,-1.645306307,1.335938215
WBGene00009836,1.245902186,0.447150239,-0.529739054
WBGene00009839,-1.080453137,-0.787215396,0.550615214
WBGene00009840,-0.956449983,-1.008172163,0.802577871
WBGene00009854,0.940951866,1.262728533,-1.771574331
WBGene00009856,2.474495184,2.730800441,-1.839058154
WBGene00009857,1.765632857,2.105295906,-3.586968561
WBGene00009859,3.437518992,3.867748131,-3.390871982
WBGene00009860,1.291876678,1.543816065,-0.633463107
WBGene00009899,0.300650036,0.085802073,-0.165548708
WBGene00009902,0.830783452,0.737974951,-0.878494233
WBGene00009904,0.783917052,0.855010927,0.067983374
WBGene00009908,2.865573058,2.600869505,-2.957337256
WBGene00009945,0.248960846,0.192193861,-0.124867207
WBGene00009948,-0.803130578,-0.681573566,0.777101273
WBGene00009952,-0.260821619,-0.318725337,0.082892329
WBGene00009955,-0.8379073,-0.618305233,0.063493569
WBGene00009969,0.69903301,0.717145424,-0.086190483
WBGene00009973,-0.388227697,-0.500207917,-0.272311336
WBGene00009981,0.633543445,0.783602835,-0.680179099
WBGene00009984,1.418413164,1.529313204,-1.499607469
WBGene00009993,0.382341889,0.643007342,0.585992947
WBGene00009995,0.328165496,0.295910392,-0.255075484
WBGene00009996,0.258164112,0.393300198,0.13049377
WBGene00010001,-0.768462977,-0.74901039,0.400661501
WBGene00010004,-0.681755864,-1.16175565,-0.689720822
WBGene00010018,-0.936159642,-0.707290009,0.824811237
WBGene00010032,0.88356796,0.835696061,0.116559429
WBGene00010049,-0.680930803,-0.618023426,-0.200955119
WBGene00010055,-1.030795883,-1.037567176,0.329877607
WBGene00010063,0.44345452,0.335904355,-0.791738769
WBGene00010071,-1.330527718,-1.404213856,1.113449079
WBGene00010080,0.720630545,0.658480863,-0.757574321
WBGene00010083,0.521908686,0.660563857,-0.462538643
WBGene00010086,-1.340476144,-1.353341939,0.120724878
WBGene00010096,-0.237453262,-0.240337533,0.105653319
WBGene00010111,-0.322359761,-0.261339602,0.216642218
WBGene00010116,1.08582101,1.401073672,0.348038857
WBGene00010117,0.345688694,0.462323662,-0.079085431
WBGene00010118,1.417750043,1.719520132,-0.093056047
WBGene00010123,-1.409540712,-0.862400881,-4.035018336
WBGene00010124,-1.721820826,0.777980059,-1.677778401
WBGene00010125,0.654995155,0.619907749,-3.937395581
WBGene00010128,-2.14762666,-1.337425797,2.65367415
WBGene00010132,0.402508715,0.208056154,-0.010428385
WBGene00010135,-0.920227104,-1.044292775,0.624536818
WBGene00010139,-0.223406244,-0.268329145,0.295483566
WBGene00010150,-0.777971434,-0.742725277,-0.000963766
WBGene00010175,0.580228169,0.339805092,-0.503952496
WBGene00010189,0.766753089,0.941880905,-0.687232235
WBGene00010204,1.346358567,1.452505989,-0.004310346
WBGene00010215,1.24380943,1.365323894,-0.664801918
WBGene00010238,1.186200612,1.345455768,0.36715294
WBGene00010256,1.052037793,1.684372072,-2.550036791
WBGene00010259,0.276215429,0.250217479,0.135030595
WBGene00010262,0.418949563,0.484982184,0.007254443
WBGene00010268,0.954022786,0.858830876,-0.038558665
WBGene00010274,1.159392859,0.517841635,-1.373261273
WBGene00010277,0.861225934,0.743628042,-0.825950508
WBGene00010278,0.623692229,0.377116848,0.1294196
WBGene00010290,0.287215534,0.233890142,-0.339834639
WBGene00010296,-1.077450443,-1.074302289,-2.026684205
WBGene00010308,-0.709317229,-0.465771405,-0.150994681
WBGene00010320,-0.295608697,-0.338171466,0.556118911
WBGene00010333,-0.237239103,-0.227211509,-0.017936766
WBGene00010339,0.45536196,0.654866354,-0.276242247
WBGene00010357,-1.063278235,-1.184485691,0.22224571
WBGene00010391,-0.998157245,-0.954626685,-0.193708249
WBGene00010399,-2.556023835,-2.963048996,-0.574730802
WBGene00010407,-0.45916723,-0.436589561,0.399207118
WBGene00010408,-0.476053219,-0.426776631,0.821828881
WBGene00010421,0.558404158,0.725006981,-0.463265164
WBGene00010435,0.339201013,0.687844203,0.670475605
WBGene00010440,-0.538470375,-0.760200682,0.313179018
WBGene00010453,0.40959064,0.245173751,0.405783126
WBGene00010454,0.561645855,0.526199198,-0.281914134
WBGene00010470,-0.799488854,-0.404771308,0.066247085
WBGene00010471,-0.80895792,-0.828622946,0.076108867
WBGene00010473,-1.236303051,-0.558109349,-0.674596296
WBGene00010480,0.327198941,0.424111782,-0.270359907
WBGene00010504,0.829266573,0.578805422,-0.38742824
WBGene00010512,0.872729076,0.759321728,-0.727728751
WBGene00010513,0.802311516,0.692064176,-0.500389033
WBGene00010515,0.649348704,0.40997051,-1.033057784
WBGene00010524,-0.95293383,-0.80147303,0.069894352
WBGene00010539,-0.96955325,-1.197297127,0.614062794
WBGene00010545,0.504025255,0.381520743,-1.144876277
WBGene00010551,-0.322416648,-0.09274813,0.099523587
WBGene00010566,-0.963821284,-1.145078272,1.536605735
WBGene00010593,-0.880667417,-1.260430193,0.199993492
WBGene00010628,-0.938669115,-0.797628703,0.297936238
WBGene00010644,0.616748252,0.616849884,0.354824002
WBGene00010646,0.79016171,0.493179208,0.982019136
WBGene00010659,-0.874806033,-0.819647772,-0.704809743
WBGene00010661,-1.120400248,-1.076732617,0.308552716
WBGene00010681,-0.370461988,-0.377864086,-0.008578688
WBGene00010717,-0.823178982,-1.001468815,-0.013125337
WBGene00010722,0.47114205,0.54719628,-0.191835618
WBGene00010723,1.075199081,1.110953596,-0.004264513
WBGene00010724,0.4550397,0.405864001,-0.330123009
WBGene00010740,0.542071756,0.483182073,-0.40808471
WBGene00010746,1.601475618,1.473204253,-3.274940199
WBGene00010749,1.272146212,1.437916928,-1.85495999
WBGene00010752,0.931296025,0.777781081,1.398803057
WBGene00010754,0.73246621,-0.175368976,0.243405463
WBGene00010774,0.601901503,0.635412125,0.01560284
WBGene00010778,-0.547630362,-0.560233903,-0.147523261
WBGene00010782,1.453864188,1.110642996,0.738451133
WBGene00010791,0.797838109,0.928171557,0.781792182
WBGene00010793,-0.551161541,-0.515037187,0.108405144
WBGene00010795,0.893040699,0.86357654,0.402673592
WBGene00010799,0.634283244,0.643377199,0.157786192
WBGene00010810,-0.527398454,-0.552178269,0.192264495
WBGene00010837,0.620361894,0.194536698,0.746470471
WBGene00010846,0.338699156,0.10343958,0.303302888
WBGene00010867,-0.400972737,-0.483651471,-0.832495645
WBGene00010877,-0.635338767,-0.561045064,0.691746732
WBGene00010901,-0.59548851,-0.47137934,-0.134364122
WBGene00010904,-0.497535042,-0.530548926,-0.210955445
WBGene00010931,0.732647168,1.171142577,0.97854598
WBGene00010955,-3.216220409,-3.035642235,0.604085649
WBGene00010963,-0.527074221,-0.552009958,0.449628704
WBGene00010988,-0.421926974,-0.438939618,0.089090836
WBGene00011004,-3.796764516,-3.506153314,0.855233115
WBGene00011006,1.200786465,1.28708834,-0.828679172
WBGene00011018,-0.7132467,-0.586875091,0.355253492
WBGene00011021,-1.067067019,-0.913037626,0.062817545
WBGene00011026,-0.585263406,-0.764520721,-0.008947664
WBGene00011042,-0.975037757,-1.138319381,1.212926085
WBGene00011045,-0.391367116,-0.502315895,0.09348296
WBGene00011052,-2.685207453,-3.071251146,2.250753139
WBGene00011074,-1.826901785,-1.523129964,1.320218069
WBGene00011094,-0.553701529,-0.697148176,-0.173561216
WBGene00011098,0.821792935,0.83703084,-1.979204466
WBGene00011099,0.468052738,0.307786447,-0.844320123
WBGene00011100,0.406157253,0.267855582,-0.089523969
WBGene00011105,-0.946877698,-0.370944435,-0.07447156
WBGene00011106,-0.298004079,-0.251094576,0.313558681
WBGene00011108,-0.440880209,-0.494656146,0.2436237
WBGene00011122,-0.334878068,-0.299324088,-0.016187592
WBGene00011124,-1.927090938,-1.37951841,0.79614257
WBGene00011141,0.499454999,0.451641844,-0.600981615
WBGene00011156,0.405794416,0.364972692,-0.011247574
WBGene00011158,-1.71710971,-1.372084693,2.227428964
WBGene00011161,1.510670908,0.805925528,-0.375816435
WBGene00011181,-0.560137563,-0.559132887,-0.264108129
WBGene00011182,0.625849041,0.763650031,-0.513117997
WBGene00011212,0.519102179,0.595449142,-0.362628272
WBGene00011222,0.362599959,0.453373245,-0.535547539
WBGene00011232,-0.792859644,-0.722657662,0.220891283
WBGene00011244,-2.003667563,-2.457656267,-0.080591491
WBGene00011258,-0.598536379,-0.768855036,0.232468754
WBGene00011274,-1.103494214,-1.172484261,0.38436164
WBGene00011284,-0.52174448,-0.551263951,-0.321125798
WBGene00011286,-1.411208234,-1.092300087,0.247475148
WBGene00011290,0.637057703,0.515426023,-0.536252485
WBGene00011296,-0.917146752,-0.681897554,0.188011997
WBGene00011302,-0.255047175,-0.150726326,0.020859209
WBGene00011307,0.984099393,0.6445184,-0.350248788
WBGene00011311,0.276256994,0.438218016,0.468926636
WBGene00011326,0.211241295,0.1417592,-0.121654315
WBGene00011362,-7.291974673,-6.499081817,0.143295971
WBGene00011396,0.95587564,0.938031172,-0.194157148
WBGene00011397,-0.530218803,-0.53707478,0.259048446
WBGene00011398,0.250990496,0.153066915,-0.12297709
WBGene00011399,-1.276054398,-1.288647286,0.365383703
WBGene00011400,-0.598914646,-0.587731367,0.253290937
WBGene00011401,-2.155304001,-1.699239053,1.37183757
WBGene00011419,-0.364482659,-0.436458178,0.541278302
WBGene00011424,-0.569809367,-0.657327862,0.613553231
WBGene00011427,-1.808515225,-0.96070419,2.653504659
WBGene00011436,-0.358150094,-0.516281412,0.127288652
WBGene00011439,-0.616591418,-0.505061449,-0.274249138
WBGene00011446,-0.528715527,-0.636759475,-0.07417778
WBGene00011453,-1.296107154,-1.093190075,1.077755821
WBGene00011480,-0.602319644,-0.359077795,-0.096823736
WBGene00011487,-1.455169916,-1.27784408,0.391508263
WBGene00011495,-0.359272591,-0.432854503,0.158711372
WBGene00011500,-0.315750901,-0.161251063,0.150386869
WBGene00011511,0.58934917,0.616407341,-0.15527713
WBGene00011512,-0.628630473,-0.709791836,0.29640079
WBGene00011522,0.473792382,0.314276009,-0.167174122
WBGene00011538,0.35865375,0.663243984,0.548424078
WBGene00011539,-2.659197813,-2.123711241,2.319536093
WBGene00011540,0.99358431,1.22718997,-0.478581058
WBGene00011543,-0.371883922,-0.275227661,0.002883068
WBGene00011554,1.981782531,2.34898293,0.584957167
WBGene00011558,-0.447333479,-0.618707137,-0.162906259
WBGene00011561,-0.767123572,-0.94267687,0.605307669
WBGene00011571,-0.665127879,-0.723988733,0.491136906
WBGene00011584,-2.355799743,-2.893733967,-0.526937846
WBGene00011587,0.565225732,0.473839584,-0.295492718
WBGene00011596,-0.866514129,-0.523007901,1.316822583
WBGene00011629,-0.426990729,-0.487336753,0.128998407
WBGene00011668,-2.818058421,-4.080457665,-3.144864993
WBGene00011672,0.590182552,0.620693609,0.338454875
WBGene00011698,0.773148669,0.61424985,-0.573960777
WBGene00011733,-2.303810692,-2.246039202,0.595802858
WBGene00011744,1.475359027,1.626255732,0.625033639
WBGene00011746,0.658008498,0.749846145,-0.230093951
WBGene00011763,-0.84372569,-0.886847984,0.283099942
WBGene00011767,0.607101281,0.647164651,-0.450647026
WBGene00011798,1.621490812,1.559148987,-2.288041167
WBGene00011799,-0.950234885,-0.774025753,-1.284046231
WBGene00011800,0.763756646,0.970517406,-1.667106509
WBGene00011803,1.495948404,1.689259843,-1.566160841
WBGene00011821,0.696807829,0.809983521,-0.321978135
WBGene00011822,-0.937224797,-0.717116576,0.515892891
WBGene00011832,-0.77332972,-0.868859261,0.313924989
WBGene00011833,0.507023557,0.491189291,-0.26958282
WBGene00011838,0.411193127,0.22735944,-0.215033814
WBGene00011839,0.316768985,0.278852376,-0.456863607
WBGene00011841,-1.649685309,-1.693770988,5.031960508
WBGene00011844,-1.039816446,-1.082970838,0.683888485
WBGene00011852,0.709744795,0.919663805,-2.536054482
WBGene00011853,1.571618179,1.646601333,-0.493352461
WBGene00011869,-0.371140128,-0.297435119,0.727060613
WBGene00011884,-0.201444991,-0.289903337,0.379535063
WBGene00011923,0.453303696,0.516307746,0.097736459
WBGene00011931,-1.154748997,-1.277415211,0.743875559
WBGene00011935,-0.342526354,-0.342441406,0.441323894
WBGene00011938,-0.407202002,-0.18413861,-1.136722996
WBGene00011944,0.238152646,0.394546889,0.359542457
WBGene00011945,0.568024689,0.864035417,0.277293822
WBGene00011956,-0.377917957,-0.205460451,-0.092037835
WBGene00011960,-0.892738842,-0.55159925,-0.34183273
WBGene00011976,-0.301476824,-0.21806025,-0.075030854
WBGene00011997,0.598271892,0.592039707,-0.095514018
WBGene00012013,-0.725874173,-0.570397803,0.498368728
