Strain,day,replicate,pass,volume,length,middleWidth,meanWidth,surfaceArea,,,,,,,,,,
daf-16; daf-2,5,7,FALSE,4.616877851,41.15236237,12.35025318,7.782791875,1469.613623,,,,,,,,,,
daf-16; daf-2,5,7,TRUE,656.4028065,513.2957022,51.75699214,39.12908907,61950.40533,,,,,,,,,,
daf-16; daf-2,5,7,FALSE,89.32870456,74.27550076,37.68851308,29.15206269,10214.49754,,,,,,,,,,
daf-16; daf-2,5,7,TRUE,596.8543217,498.1682014,40.25690012,36.70406683,58126.94944,,,,,,,,,,
daf-16; daf-2,5,7,FALSE,2.224407644,32.90371202,0,5.542345732,915.0259257,,,,,,,,,,
daf-16; daf-2,5,7,TRUE,631.4941915,500.6805779,43.66473886,39.01083991,60065.51834,,,,,,,,,,
daf-16; daf-2,5,7,FALSE,175.0796969,233.3681028,33.25407439,26.16707312,20810.03841,,,,,,,,,,
daf-16; daf-2,5,7,FALSE,64.87494574,102.5933125,31.02962709,23.30398842,8709.063888,,,,,,,,,,
daf-16; daf-2,5,7,FALSE,16.88763651,65.05825556,19.52746486,13.3641067,3526.534712,,,,,,,,,,
daf-16; daf-2,5,7,TRUE,720.6999623,559.2988359,45.89992821,38.54650807,68779.3387,,,,,,,,,,
daf-16; daf-2,5,7,TRUE,191.1271413,283.2800338,31.48709098,27.48200821,25064.62001,,,,,,,,,,
daf-16; daf-2,5,7,TRUE,732.489055,532.8351215,46.31344942,40.68537372,66986.36605,,,,,,,,,,
daf-16; daf-2,5,7,FALSE,38.43425973,80.45062735,30.40897185,16.50161885,5882.222735,,,,,,,,,,
daf-16; daf-2,5,7,TRUE,824.8359985,579.7425815,47.23063647,39.32229595,82243.66878,,,,,,,,,,
daf-16; daf-2,5,7,FALSE,317.7526467,382.9785885,41.9954011,29.6891802,36186.34001,,,,,,,,,,
daf-16; daf-2,5,7,FALSE,154.6185785,163.8148363,30.40897185,28.31422905,16707.77061,,,,,,,,,,
daf-16; daf-2,5,7,FALSE,22.17183325,83.00844853,27.61600565,12.56194467,4447.588796,,,,,,,,,,
daf-16; daf-2,5,7,FALSE,4.718216937,40.24803602,12.35025318,7.718908237,1496.862278,,,,,,,,,,
daf-16; daf-2,5,7,FALSE,0.442823699,22.36211154,0,3.087563295,332.1164445,,,,,,,,,,
daf-16; daf-2,5,7,FALSE,108.1385735,147.4625467,89.75201836,21.38121754,18923.73127,,,,,,,,,,
daf-16; daf-2,5,7,FALSE,900.9060195,544.0702989,45.89992821,41.85937226,96507.37181,,,,,,,,,,
daf-16; daf-2,5,7,TRUE,595.6565922,518.9410867,44.95560016,36.48559624,59742.41706,,,,,,,,,,
daf-16; daf-2,5,7,FALSE,4.684536291,40.51290707,12.35025318,7.718908237,1496.267958,,,,,,,,,,
daf-16; daf-2,5,7,FALSE,30.10567856,56.54473416,40.25690012,18.01132746,4906.255993,,,,,,,,,,
daf-16; daf-2,5,7,FALSE,94.61365617,86.09601183,44.52947111,28.78451534,10659.38195,,,,,,,,,,
daf-16; daf-2,5,7,FALSE,248.135784,168.885034,50.26188896,35.67291726,22312.36808,,,,,,,,,,
daf-16; daf-2,5,7,TRUE,538.2408529,502.443786,43.66473886,34.75154869,54799.8099,,,,,,,,,,
daf-16; daf-2,5,7,FALSE,614.9813281,495.9395198,52.48857602,37.91993718,58339.71022,,,,,,,,,,
daf-16; daf-2,5,7,TRUE,517.2621551,459.9216236,47.12960826,35.26644216,52362.50633,,,,,,,,,,
daf-16; daf-2,5,7,TRUE,410.9487158,484.6033062,43.22588613,31.58196976,47082.58409,,,,,,,,,,
daf-16; daf-2,5,7,TRUE,654.5816505,443.1860727,56.93185413,40.81332153,57522.23209,,,,,,,,,,
daf-16; daf-2,5,7,TRUE,822.049743,540.5994744,49.49740503,42.4970939,71071.56793,,,,,,,,,,
daf-16; daf-2,5,7,TRUE,690.2459523,560.9523307,52.48857602,38.05752151,67091.8213,,,,,,,,,,
daf-16,5,7,TRUE,585.9427627,516.712405,40.13832284,36.43813465,59290.75295,,,,,,,,,,
daf-16,5,7,TRUE,1000.447581,569.0003785,58.58239459,44.91340708,80077.02691,,,,,,,,,,
daf-16,5,7,FALSE,39.85126451,59.03828684,31.02962709,21.69377886,6124.64748,,,,,,,,,,
daf-16,5,7,FALSE,197.1328837,337.5051969,22.47780008,23.26556663,27110.83944,,,,,,,,,,
daf-16,5,7,TRUE,461.67314,433.0190565,49.7854622,34.16114173,46476.62228,,,,,,,,,,
daf-16,5,7,FALSE,100.4490295,165.8429154,31.48709098,23.65427535,13550.31761,,,,,,,,,,
daf-16,5,7,FALSE,632.6432444,468.3708765,40.61055464,40.00891533,58476.77347,,,,,,,,,,
daf-16,5,7,FALSE,16.34989162,76.98847981,24.8927311,12.70220901,3959.061817,,,,,,,,,,
daf-16,5,7,TRUE,1270.625957,633.1543077,58.66370261,48.92778868,95101.78179,,,,,,,,,,
daf-16,5,7,TRUE,999.4522375,573.0831575,55.66183888,44.71041287,80323.19644,,,,,,,,,,
daf-16,5,7,FALSE,25.03958003,55.15611038,17.46589555,16.75486247,4329.675642,,,,,,,,,,
daf-16,5,7,TRUE,788.6959695,534.6892189,52.85057048,41.54468824,69044.71256,,,,,,,,,,
daf-16,5,7,FALSE,12.36069455,49.88531014,22.47780008,12.21448811,2741.862886,,,,,,,,,,
daf-16,5,7,TRUE,713.4597773,485.2427615,48.81866216,41.48454413,62631.69018,,,,,,,,,,
daf-16,5,7,TRUE,1082.394424,563.5555966,59.63075187,46.53794465,82673.41143,,,,,,,,,,
daf-16,5,7,TRUE,379.9805753,477.5692979,34.52000706,30.77409074,45302.95991,,,,,,,,,,
daf-16,5,7,TRUE,1045.155712,590.7230347,52.48857602,45.09703731,83375.34462,,,,,,,,,,
daf-16,5,7,TRUE,1146.058047,533.3836874,54.71176098,50.41342447,83508.76842,,,,,,,,,,
daf-16,5,7,FALSE,681.3543262,349.325708,53.12044749,46.08971954,53490.05954,,,,,,,,,,
daf-16,5,7,FALSE,869.1969668,539.3205638,58.98781393,42.79946611,70903.25265,,,,,,,,,,
daf-16,5,7,TRUE,1016.837678,618.291678,55.66183888,43.4325593,84570.07026,,,,,,,,,,
daf-16,5,7,TRUE,1154.748926,611.8783013,50.92139836,46.8711593,89762.417,,,,,,,,,,
daf-16,5,7,TRUE,893.0060154,542.2075246,62.05925417,43.55686425,73075.95759,,,,,,,,,,
daf-16,5,7,FALSE,12.45408369,61.70582121,23.5141815,11.69589257,3034.17251,,,,,,,,,,
daf-16,5,7,FALSE,716.36081,390.1184903,45.89992821,43.62750937,83077.35272,,,,,,,,,,
daf-16,5,7,TRUE,669.242996,453.353089,47.23063647,40.45716329,58355.22688,,,,,,,,,,
daf-16,5,7,TRUE,832.7850113,595.1349533,49.40101272,40.5119052,74600.53997,,,,,,,,,,
daf-16,5,7,TRUE,879.1808415,569.7949916,52.57930828,42.06642267,75474.03449,,,,,,,,,,
daf-16,5,7,FALSE,14.8352027,63.24960286,16.6270372,12.88776472,3180.741671,,,,,,,,,,
daf-16,5,7,TRUE,1338.307477,614.3264093,59.39046579,50.84944911,96860.98188,,,,,,,,,,
daf-16,5,7,TRUE,402.2799579,447.0228045,40.25690012,32.00090313,45085.46487,,,,,,,,,,
daf-16,5,7,FALSE,677.9087828,479.8168034,41.53891579,37.67726717,80116.02588,,,,,,,,,,
daf-16,5,7,TRUE,925.0101532,553.2334225,49.88111159,44.63370108,76334.44587,,,,,,,,,,
daf-16,5,7,TRUE,763.2976598,484.1190087,52.39768664,42.14610543,64438.08626,,,,,,,,,,
daf-16,5,7,FALSE,17.26336385,84.97225911,19.77005137,13.2125847,4007.621844,,,,,,,,,,
daf-16,5,7,TRUE,755.0481244,556.6046806,47.02836301,40.24927807,69245.31752,,,,,,,,,,
daf-16,5,7,TRUE,838.6483635,545.9988116,53.92197479,43.05797613,72588.31776,,,,,,,,,,
daf-16,5,7,TRUE,1162.303648,610.6636592,58.01004763,47.41645347,89825.50069,,,,,,,,,,
daf-16,5,7,FALSE,121.789172,97.8522544,39.05492973,29.5967051,12417.7012,,,,,,,,,,
daf-16,5,7,TRUE,955.1312313,557.8004989,59.39046579,44.64242077,77484.36133,,,,,,,,,,
daf-16,5,7,TRUE,926.1462323,576.5907497,52.48857602,43.82208102,78131.00927,,,,,,,,,,
daf-16,5,7,TRUE,895.1039718,518.2828076,55.66183888,44.59662743,73412.18351,,,,,,,,,,
daf-16,5,7,TRUE,592.7056109,497.54757,40.13832284,37.1080424,60033.76696,,,,,,,,,,
daf-16,5,7,FALSE,1.036553718,26.35400119,0,4.243449864,555.8975148,,,,,,,,,,
daf-16,5,7,FALSE,0.286462545,24.28047743,0,2.301333804,265.4104887,,,,,,,,,,
daf-16,5,7,FALSE,587.9154561,447.3331203,49.88111159,39.16416906,54625.01227,,,,,,,,,,
daf-16,5,7,FALSE,361.4439002,467.2471238,34.52000706,29.71809306,43129.25172,,,,,,,,,,
daf-16,5,7,TRUE,659.427363,538.9193587,40.25690012,38.12975732,64128.23557,,,,,,,,,,
daf-16,5,7,TRUE,694.7653407,526.5957264,46.31344942,38.93626507,64334.83654,,,,,,,,,,
daf-16,5,7,TRUE,833.2968703,509.1486547,58.98781393,43.24088653,68791.77046,,,,,,,,,,
daf-16,5,7,TRUE,992.2807186,553.8086093,48.81866216,45.88546968,79771.22185,,,,,,,,,,
daf-16,5,7,FALSE,20.74901451,67.61607675,23.5141815,15.05663578,4167.279219,,,,,,,,,,
daf-16,5,7,FALSE,5.50026835,47.01717322,19.77005137,8.217368257,1775.537974,,,,,,,,,,
daf-16,5,7,TRUE,874.7753985,529.5281318,46.72331095,43.28275343,72900.24001,,,,,,,,,,
daf-16,5,7,TRUE,737.9212833,539.7594166,48.22928045,38.84175619,66874.57866,,,,,,,,,,
daf-16,5,7,TRUE,809.9786805,549.3058013,59.94963517,40.49936189,70154.93667,,,,,,,,,,
daf-16,5,7,FALSE,21.74214786,58.99284216,16.6270372,14.67421134,4060.502123,,,,,,,,,,
daf-16,5,7,TRUE,1263.91075,618.0456308,62.13601271,48.67090368,94536.14119,,,,,,,,,,
daf-16,5,7,TRUE,1376.788065,600.0311693,58.98781393,51.96762897,97563.99169,,,,,,,,,,
daf-16,5,7,TRUE,1120.865325,615.3138279,63.65174796,45.48565796,87804.93198,,,,,,,,,,
daf-16,5,7,TRUE,966.4171222,582.9210342,58.98781393,44.25026034,79734.39431,,,,,,,,,,
daf-16,5,7,TRUE,805.7021412,540.0431114,54.97250159,40.96484227,69929.90113,,,,,,,,,,
daf-16,5,7,TRUE,201.7695424,286.7610051,38.6870572,27.28933075,25683.28249,,,,,,,,,,
daf-16,5,7,TRUE,913.5242939,551.3793251,61.7512659,44.71561117,75711.71363,,,,,,,,,,
daf-16,5,7,TRUE,872.9780439,571.2745048,55.66183888,41.73443019,75141.10054,,,,,,,,,,
daf-16,5,7,TRUE,859.1030777,539.3848323,55.57613931,42.99795744,72013.88086,,,,,,,,,,
daf-16,5,7,FALSE,57.29461851,125.7045925,28.46592706,19.97005411,8969.176665,,,,,,,,,,
daf-16,5,7,FALSE,191.466972,135.2321535,56.76416052,35.68562435,18170.69127,,,,,,,,,,
daf-16,5,7,TRUE,1018.208909,535.0183584,60.6609939,46.9071342,79936.55781,,,,,,,,,,
daf-16,5,7,FALSE,675.8874801,431.6304327,50.92139836,42.57959943,58034.7453,,,,,,,,,,
daf-16,5,7,FALSE,3.978062536,25.97941695,0,8.23350212,1371.368935,,,,,,,,,,
daf-16,5,7,FALSE,8.091589498,39.98316496,19.52746486,10.50131624,2070.331148,,,,,,,,,,
daf-16,5,7,FALSE,1.081238621,35.72640426,0,3.710789259,614.4087145,,,,,,,,,,
daf-16,5,7,TRUE,741.8758057,432.7353616,49.7854622,44.00154861,60116.76202,,,,,,,,,,
daf-16,5,7,FALSE,58.4318252,93.11119627,27.61600565,22.43344814,8388.401808,,,,,,,,,,
daf-16,5,7,FALSE,226.8524436,247.9470376,49.7854622,30.90449515,25675.0454,,,,,,,,,,
daf-16,5,7,FALSE,27.33378358,90.39821722,32.23510717,15.54329873,5469.347045,,,,,,,,,,
daf-16,5,7,FALSE,0.957649567,39.56313603,0,3.254577477,607.3656242,,,,,,,,,,
daf-16,5,7,FALSE,1078.434692,556.7864594,56.76416052,48.03532314,83660.33349,,,,,,,,,,
daf-16,5,7,TRUE,659.6290279,506.4356756,50.26188896,39.24218535,61294.05072,,,,,,,,,,
daf-16,5,7,TRUE,586.0541601,528.003174,44.52947111,36.25803816,59451.2981,,,,,,,,,,
daf-16,5,7,TRUE,816.0560573,520.7042947,47.23063647,43.12181751,69733.0238,,,,,,,,,,
daf-16,5,7,TRUE,568.2462784,526.0659843,47.23063647,34.52516827,57197.6126,,,,,,,,,,
daf-16,5,7,TRUE,330.9482565,398.552739,34.10325126,31.38438981,38777.75429,,,,,,,,,,
daf-16,5,7,FALSE,27.70063265,75.17982711,26.56022375,16.43239099,4826.53511,,,,,,,,,,
daf-16,5,7,FALSE,426.2282529,367.9608009,48.81866216,34.79166102,40331.70703,,,,,,,,,,
daf-16,5,7,FALSE,31.14389977,80.60578522,24.8927311,17.38412679,5573.170197,,,,,,,,,,
daf-16,5,7,FALSE,9.221627383,52.70800238,16.6270372,10.33188589,2326.940234,,,,,,,,,,
daf-16,5,7,FALSE,7.862174355,60.69178168,12.73034959,9.389816077,2290.235191,,,,,,,,,,
daf-16,5,7,TRUE,1189.468922,586.1371345,63.65174796,48.82283986,88815.95635,,,,,,,,,,
daf-16,5,7,FALSE,787.7466587,412.9498951,52.57930828,46.0830519,61275.11125,,,,,,,,,,
daf-16,5,7,TRUE,810.7847773,513.999426,58.01004763,41.6375935,67713.69058,,,,,,,,,,
daf-16,5,7,FALSE,245.2610591,155.831057,34.52000706,37.9972291,22884.28623,,,,,,,,,,
daf-16,5,7,TRUE,1018.241148,560.0480043,50.92139836,46.08821128,81836.57421,,,,,,,,,,
daf-16,5,7,TRUE,709.1936697,547.716575,52.48857602,37.94083181,66007.47301,,,,,,,,,,
daf-16,5,7,FALSE,2.610168585,35.61669108,12.35025318,6.270150693,1055.547264,,,,,,,,,,
daf-16,5,7,TRUE,379.0600446,381.0413988,43.66473886,33.16277678,40247.85104,,,,,,,,,,
daf-16,5,7,FALSE,37.73358886,78.9068457,30.56531721,18.12576329,6136.824025,,,,,,,,,,
daf-16,5,7,FALSE,23.11515674,80.82521159,15.43781647,13.92489006,4848.375332,,,,,,,,,,
daf-16,5,7,FALSE,33.55220057,70.70364004,26.38015236,18.33824267,5331.310181,,,,,,,,,,
daf-16,5,7,FALSE,7.666408791,51.00906286,21.83236943,9.317546477,2108.176611,,,,,,,,,,
daf-16,5,7,TRUE,607.9103004,442.1077647,46.31344942,39.27998217,55754.18258,,,,,,,,,,
daf-16,5,7,FALSE,119.7233177,154.8609923,41.19323226,25.61842808,13885.65396,,,,,,,,,,
daf-16,5,7,FALSE,27.82180445,64.68367132,25.46069918,16.89445081,4716.34058,,,,,,,,,,
daf-16,5,7,FALSE,13.17237379,58.99284216,13.09942166,11.80624885,3118.299005,,,,,,,,,,
daf-16,5,7,FALSE,9.338325104,45.09880733,17.46589555,10.39513394,2306.286535,,,,,,,,,,
daf-16,5,7,FALSE,118.4461213,141.0326958,33.39710333,26.31127219,14490.50852,,,,,,,,,,
daf-16,5,7,TRUE,1043.705815,605.5668406,49.7854622,44.59752148,84707.29132,,,,,,,,,,
daf-16,5,7,FALSE,2.222519967,40.51290707,9.262689885,5.403235766,982.8549971,,,,,,,,,,
daf-16,5,7,FALSE,17.39002972,59.63229745,20.71200424,13.57389418,3698.224235,,,,,,,,,,
daf-16,5,7,TRUE,929.5726162,575.595534,56.93185413,43.81726163,78032.30406,,,,,,,,,,
daf-16,5,7,TRUE,781.5682225,541.193485,48.81866216,41.17730069,69758.84267,,,,,,,,,,
daf-16,5,7,FALSE,62.92938272,68.89498734,44.20717878,25.49385746,7986.69657,,,,,,,,,,
daf-16,5,7,FALSE,1378.432259,700.174904,62.05925417,46.22362669,101014.8439,,,,,,,,,,
daf-16,5,7,TRUE,886.5009096,524.2761554,65.4971083,44.42013271,71714.65266,,,,,,,,,,
daf-16,5,7,FALSE,66.55809784,68.25553204,29.12801387,26.36364315,8542.639745,,,,,,,,,,
daf-16,5,7,TRUE,871.8426525,530.1864109,53.12044749,43.71912913,72345.60786,,,,,,,,,,
daf-16,5,7,FALSE,3.81321705,32.15454354,0,7.204314355,1288.037791,,,,,,,,,,
daf-16,5,7,TRUE,1375.571626,549.8167196,64.91230098,52.35992989,91507.51566,,,,,,,,,,
daf-16,5,7,TRUE,910.5587115,587.8815187,52.57930828,42.65138612,78706.74139,,,,,,,,,,
daf-16,5,7,TRUE,874.0297867,568.2323862,47.23063647,41.93910571,74715.06828,,,,,,,,,,
daf-16,5,7,TRUE,400.598037,420.8882297,41.19323226,33.06608147,44063.64042,,,,,,,,,,
daf-16,5,7,FALSE,44.28909133,57.22963414,24.8927311,21.82356326,6738.457657,,,,,,,,,,
daf-16,5,7,FALSE,328.7302355,367.412235,54.62457087,29.20208801,35564.19832,,,,,,,,,,
daf-16,5,7,FALSE,96.62458408,120.8538212,33.25407439,26.15639348,11782.51924,,,,,,,,,,
daf-16,5,7,TRUE,847.5403928,587.1323502,50.26188896,39.9260261,75115.08914,,,,,,,,,,
daf-16,5,7,TRUE,988.4860654,547.588038,52.48857602,46.3279302,79467.13295,,,,,,,,,,
daf-16,5,7,FALSE,57.84502978,84.81710124,35.20363792,23.22914517,8238.069114,,,,,,,,,,
daf-16,5,7,FALSE,491.5195441,425.6559087,46.4162541,35.63797436,48383.52786,,,,,,,,,,
daf-16,5,7,FALSE,65.29510482,140.3477959,22.26473555,20.21643777,10335.56825,,,,,,,,,,
daf-16,5,7,TRUE,940.1762963,531.5562109,61.51926283,45.08967266,75139.96092,,,,,,,,,,
daf-16,5,7,FALSE,14.00557835,86.78091181,19.77005137,11.69067785,3591.707658,,,,,,,,,,
daf-16,5,7,FALSE,71.46343444,101.1592441,34.52000706,24.97574885,9527.979448,,,,,,,,,,
daf-16,5,7,TRUE,1036.446148,569.9047048,55.2320113,45.08761464,81742.61179,,,,,,,,,,
daf-16,5,7,TRUE,450.192851,389.3543176,46.4162541,36.1246026,44585.18382,,,,,,,,,,
daf-16,5,7,FALSE,95.80655468,91.52196994,35.20363792,27.08440488,10844.08274,,,,,,,,,,
daf-16,5,7,FALSE,1300.770882,696.3584659,55.57613931,47.71689048,103154.0765,,,,,,,,,,
daf-16,5,7,TRUE,771.9400887,488.9697801,50.63980322,42.74608559,66188.69079,,,,,,,,,,
daf-16,5,7,TRUE,888.9517277,563.1355676,55.66183888,42.33149321,75177.8659,,,,,,,,,,
daf-16,5,7,TRUE,777.5496731,545.0944853,46.31344942,40.11882306,68782.09288,,,,,,,,,,
daf-16,5,7,FALSE,7.487066659,42.54098615,18.00343305,9.678859321,1995.768454,,,,,,,,,,
daf-16,5,7,TRUE,75.20663518,184.8525926,31.02962709,19.96239872,12409.19897,,,,,,,,,,
daf-16,5,7,TRUE,1177.497759,587.6620923,52.76030471,49.17868807,89879.70898,,,,,,,,,,
daf-16,5,7,TRUE,510.7615051,419.4541612,48.81866216,37.0848215,49706.25284,,,,,,,,,,
daf-16,5,7,FALSE,18.07389155,62.76530544,21.61294307,14.20279116,3691.28606,,,,,,,,,,
daf-16,5,7,FALSE,36.81716169,109.1430234,15.74354549,17.63707534,7160.451188,,,,,,,,,,
daf-16,5,7,TRUE,719.4247329,522.1195393,53.92197479,40.27379571,66085.9939,,,,,,,,,,
daf-16,5,7,FALSE,4.954311141,36.63073061,0,8.038213408,1534.892001,,,,,,,,,,
daf-16,5,7,TRUE,1144.182934,577.5138999,61.7512659,48.6330479,87103.4634,,,,,,,,,,
daf-16,5,7,TRUE,67.1898432,189.3287796,28.46592706,18.70068219,11884.14021,,,,,,,,,,
daf-16,5,7,TRUE,968.388337,547.7620197,60.81794369,45.12414763,77374.72898,,,,,,,,,,
daf-16,5,7,TRUE,627.5755163,524.1930631,41.9954011,37.57509003,61945.79738,,,,,,,,,,
daf-16,5,7,FALSE,94.99865242,91.1473857,38.19104877,26.84531624,10764.58227,,,,,,,,,,
daf-16,5,7,TRUE,608.4269429,472.0978951,43.33601595,38.77674077,56770.81301,,,,,,,,,,
daf-16,5,7,FALSE,21.53599151,58.77341579,24.70050636,15.77688695,4139.09886,,,,,,,,,,
daf-16,5,7,FALSE,211.1983686,175.6353474,37.05075954,32.68141895,21457.27473,,,,,,,,,,
daf-16,5,7,TRUE,718.9370943,498.3421831,48.22928045,39.82092383,62682.88476,,,,,,,,,,
daf-16,5,7,FALSE,42.26523847,101.2046888,31.02962709,17.52546927,6945.543644,,,,,,,,,,
daf-16,5,7,FALSE,472.196576,216.9616914,44.95560016,48.77928947,37137.7872,,,,,,,,,,
daf-16,5,7,FALSE,517.5695275,249.2259482,41.19323226,45.20385407,40156.04246,,,,,,,,,,
daf-16,5,7,TRUE,808.3381679,542.1620799,51.10826651,41.99298267,70685.31263,,,,,,,,,,
daf-16,5,7,FALSE,9.934003871,60.95665273,15.74354549,10.60274628,2687.804307,,,,,,,,,,
daf-16,5,7,FALSE,574.0722922,500.1962805,44.20717878,35.70557035,56527.7606,,,,,,,,,,
daf-16,5,7,FALSE,1049.551764,662.7761811,55.66183888,42.27776543,90101.47085,,,,,,,,,,
daf-16,5,7,FALSE,20.50134532,56.69989203,15.43781647,14.82030382,3850.334259,,,,,,,,,,
daf-16,5,7,TRUE,911.9308927,546.5739984,58.74489808,43.73270329,75655.25356,,,,,,,,,,
daf-16,5,7,TRUE,971.3892949,552.5030778,62.97418196,45.2956645,77668.60788,,,,,,,,,,
daf-16,5,7,TRUE,624.1826906,555.9918462,44.95560016,35.81187944,62743.64276,,,,,,,,,,
daf-16,5,7,TRUE,849.1847125,509.2583678,48.22928045,43.36397265,70922.20516,,,,,,,,,,
daf-16,5,7,FALSE,28.75486598,56.96476309,21.83236943,17.49549639,4717.609364,,,,,,,,,,
daf-16,5,7,TRUE,831.2213528,533.0545479,49.88111159,42.81724536,71261.36041,,,,,,,,,,
daf-16,5,7,TRUE,823.9161818,542.2075246,52.57930828,41.11151359,70189.02849,,,,,,,,,,
WT,6,7,TRUE,685.4869389,540.0141408,42.89380014,37.91980095,66350.49168,,,,,,,,,,
WT,6,7,FALSE,134.8583416,96.79277018,44.20717878,32.62366044,13334.6834,,,,,,,,,,
WT,6,7,TRUE,1057.731405,607.6403644,50.92139836,44.34840706,84551.16622,,,,,,,,,,
WT,6,7,TRUE,1010.979696,613.9252041,60.6609939,43.35453945,82546.41959,,,,,,,,,,
WT,6,7,TRUE,1009.911739,600.4057535,49.40101272,44.84888025,84639.53548,,,,,,,,,,
WT,6,7,FALSE,0.146364597,31.88967249,0,1.455491295,203.3455032,,,,,,,,,,
WT,6,7,TRUE,1470.331807,628.1749994,60.6609939,51.95890209,102823.3766,,,,,,,,,,
WT,6,7,TRUE,540.4526347,463.2552342,44.95560016,36.82453875,54106.27525,,,,,,,,,,
WT,6,7,FALSE,635.1873942,549.4155145,51.75699214,35.52016643,61672.67617,,,,,,,,,,
WT,6,7,TRUE,1166.213974,546.9674065,58.01004763,49.73935118,86644.13311,,,,,,,,,,
WT,6,7,TRUE,625.8929177,563.0258545,46.31344942,35.66647478,62655.7335,,,,,,,,,,
WT,6,7,FALSE,1.977193189,34.82207791,0,5.145938825,856.8118756,,,,,,,,,,
WT,6,7,TRUE,1023.387206,576.6550182,53.12044749,45.08291876,83165.43894,,,,,,,,,,
WT,6,7,FALSE,13.90225523,55.0463972,24.70050636,13.01887275,3180.643356,,,,,,,,,,
WT,6,7,TRUE,899.8746031,583.9084528,51.38729461,42.5133023,77369.11988,,,,,,,,,,
WT,6,7,TRUE,994.5464856,563.4004387,53.92197479,45.12643411,80291.47411,,,,,,,,,,
WT,6,7,TRUE,849.3716725,621.9920757,51.10826651,39.84229443,75533.70913,,,,,,,,,,
WT,6,7,TRUE,88.26803577,264.7734778,24.11464022,18.540761,16200.21439,,,,,,,,,,
WT,6,7,TRUE,730.5693903,589.5538373,45.58732574,37.67104383,69476.45488,,,,,,,,,,
WT,6,7,FALSE,13.34133715,83.42847746,16.6270372,11.08469805,3486.36977,,,,,,,,,,
WT,6,7,TRUE,642.1612153,521.1885921,43.33601595,37.41674821,60954.10639,,,,,,,,,,
WT,6,7,TRUE,922.5667517,605.9868695,55.66183888,41.77312499,79746.18607,,,,,,,,,,
WT,6,7,TRUE,918.2075922,637.5850501,50.26188896,40.04387785,80160.65001,,,,,,,,,,
WT,6,7,FALSE,11.9119537,42.43127296,25.46069918,12.73034959,2643.439633,,,,,,,,,,
WT,6,7,TRUE,934.2799317,604.28793,56.34274296,42.52371127,78986.01133,,,,,,,,,,
WT,6,7,FALSE,12.92343548,62.08040545,9.763732432,10.91807538,2994.303138,,,,,,,,,,
WT,6,7,FALSE,656.2935553,510.3178521,49.7854622,38.31929187,61549.02325,,,,,,,,,,
WT,6,7,TRUE,1092.208824,613.5051752,54.01029914,45.673576,87315.80124,,,,,,,,,,
WT,6,7,TRUE,1271.441459,611.2576698,55.66183888,49.57691063,93840.62967,,,,,,,,,,
WT,6,7,FALSE,805.4835198,570.8090312,48.81866216,40.52466569,72712.20023,,,,,,,,,,
WT,6,7,FALSE,57.37184918,68.25553204,27.95907477,23.59546194,8273.878517,,,,,,,,,,
WT,6,7,FALSE,402.0355461,246.1838295,62.51839178,40.01384831,34923.64421,,,,,,,,,,
WT,6,7,FALSE,78.69529757,89.55815936,26.19884332,22.23652809,9582.50603,,,,,,,,,,
WT,6,7,FALSE,93.58590682,83.27331959,54.01029914,28.87533598,10343.18113,,,,,,,,,,
WT,6,7,FALSE,558.5723701,493.3816986,43.66473886,36.80459523,55883.81864,,,,,,,,,,
WT,6,7,FALSE,2.722222243,29.81614873,0,6.590017123,1042.106662,,,,,,,,,,
WT,6,7,FALSE,10.778932,56.96476309,22.47780008,11.48861628,2739.823028,,,,,,,,,,
WT,6,7,FALSE,22.00816301,59.52258427,18.52537977,15.25650083,4054.906542,,,,,,,,,,
WT,6,7,FALSE,19.88049469,71.60796639,25.46069918,13.27148687,3984.806857,,,,,,,,,,
WT,6,7,FALSE,101.0593904,150.6245253,19.52746486,23.31827736,13402.23408,,,,,,,,,,
WT,6,7,FALSE,52.34639632,62.71986075,26.56022375,23.16245767,7015.278167,,,,,,,,,,
WT,6,7,FALSE,31.80556463,69.42472945,26.38015236,18.00638006,5114.710835,,,,,,,,,,
WT,6,7,FALSE,6.604426964,42.32155978,15.43781647,9.262689885,1842.562006,,,,,,,,,,
WT,6,7,FALSE,162.6019432,163.6596784,58.25602774,29.61969246,17936.68743,,,,,,,,,,
WT,6,7,FALSE,123.4920095,110.686805,40.25690012,30.41888057,13744.39824,,,,,,,,,,
WT,6,7,TRUE,960.3747282,587.1966187,53.12044749,44.47664105,80686.00098,,,,,,,,,,
WT,6,7,TRUE,1052.552128,572.5722392,63.65174796,47.07170281,82416.18898,,,,,,,,,,
WT,6,7,TRUE,764.999422,538.7908217,44.95560016,41.21653607,69200.54939,,,,,,,,,,
WT,6,7,TRUE,661.6954214,498.8264806,49.40101272,38.70728184,60841.6288,,,,,,,,,,
WT,6,7,TRUE,1102.791317,598.1582481,62.4421033,46.86268605,87495.49018,,,,,,,,,,
WT,6,7,TRUE,822.3089179,600.4245773,50.26188896,38.84613242,74232.36195,,,,,,,,,,
WT,6,7,TRUE,881.0124573,610.3078987,47.23063647,40.59316514,76446.13016,,,,,,,,,,
WT,6,7,TRUE,762.5376016,600.205151,50.26188896,38.3348531,72258.57657,,,,,,,,,,
