Strain,day,replicate,pass,volume,length,middleWidth,meanWidth,surfaceArea,,,,,,,,,,
daf-16; daf-2,6,8,TRUE,676.8132068,523.6367001,54.01029914,38.25325572,62403.1135,,,,,,,,,,
daf-16; daf-2,6,8,FALSE,748.4983572,348.5310948,54.71176098,49.1120707,57838.10838,,,,,,,,,,
daf-16; daf-2,6,8,TRUE,766.434391,561.6270838,50.26188896,39.83865968,70920.22971,,,,,,,,,,
daf-16; daf-2,6,8,FALSE,20.83565138,72.62200593,19.52746486,14.42160643,4055.539453,,,,,,,,,,
daf-16; daf-2,6,8,FALSE,0.871346216,30.45560402,0,3.710789259,511.4430747,,,,,,,,,,
daf-16; daf-2,6,8,FALSE,7.670154472,56.96476309,9.763732432,9.243856432,2196.992287,,,,,,,,,,
daf-16; daf-2,6,8,FALSE,100.4684607,213.3342392,37.30716924,20.27756485,14706.24875,,,,,,,,,,
daf-16; daf-2,6,8,FALSE,146.542992,186.1957717,39.54010274,26.50546982,16862.3029,,,,,,,,,,
daf-16; daf-2,6,8,FALSE,81.78038673,119.3100396,41.42400847,24.86738956,10320.78236,,,,,,,,,,
daf-16; daf-2,6,8,FALSE,19.90595708,63.6241871,30.56531721,14.57381729,3989.96575,,,,,,,,,,
daf-16; daf-2,6,8,FALSE,55.19702025,106.9597864,39.05492973,20.08054133,8249.563368,,,,,,,,,,
daf-16; daf-2,6,8,TRUE,603.7021319,516.2735523,43.22588613,35.12451463,57080.043,,,,,,,,,,
daf-16; daf-2,6,8,FALSE,39.2523618,107.3798153,24.8927311,16.77575332,6969.365275,,,,,,,,,,
daf-16; daf-2,6,8,FALSE,16.10219952,60.80149486,9.763732432,12.17106137,3350.689508,,,,,,,,,,
daf-16; daf-2,6,8,FALSE,21.88141095,140.2380827,15.43781647,11.61044705,5731.37542,,,,,,,,,,
daf-16; daf-2,6,8,FALSE,53.87698948,108.5035681,36.13900182,19.81944511,8212.142482,,,,,,,,,,
daf-16; daf-2,6,8,FALSE,160.4052165,241.1779004,43.33601595,25.78672963,20187.302,,,,,,,,,,
daf-16; daf-2,6,8,FALSE,15.94479363,57.33934732,22.26473555,13.29484162,3323.132409,,,,,,,,,,
daf-16; daf-2,6,8,FALSE,11.20162264,41.90153085,32.82124803,12.70617027,2847.668983,,,,,,,,,,
daf-16; daf-2,6,8,FALSE,40.5355547,127.2483742,22.47780008,17.20842448,7505.105256,,,,,,,,,,
daf-16; daf-2,6,8,FALSE,10.32601686,44.87938096,28.46592706,11.81171035,2490.716082,,,,,,,,,,
daf-16; daf-2,6,8,FALSE,248.6502357,161.2115704,63.57681944,36.09111833,22603.10021,,,,,,,,,,
daf-16; daf-2,6,8,FALSE,419.9398782,214.979057,58.58239459,42.84839004,33595.96766,,,,,,,,,,
daf-16; daf-2,6,8,FALSE,43.31982186,78.64197465,34.93179109,18.69340115,6431.516841,,,,,,,,,,
daf-16; daf-2,6,8,FALSE,71.69516775,79.96632993,50.92139836,25.8389098,8650.082589,,,,,,,,,,
daf-16; daf-2,6,8,FALSE,401.653375,176.1196448,13.80800282,39.78810103,31047.70723,,,,,,,,,,
daf-16; daf-2,6,8,FALSE,10.04703681,48.71611274,11.13236778,10.06509541,2478.518746,,,,,,,,,,
daf-16; daf-2,6,8,FALSE,88.23317784,91.1473857,40.13832284,25.66688988,10159.14231,,,,,,,,,,
daf-16; daf-2,6,8,FALSE,35.42290726,75.59985604,30.87563295,18.88425462,5775.215011,,,,,,,,,,
daf-16; daf-2,6,8,FALSE,97.53035417,140.5029537,38.19104877,24.90407417,13411.80727,,,,,,,,,,
daf-16; daf-2,6,8,TRUE,492.5061262,466.4979553,40.13832284,33.8524195,51186.63269,,,,,,,,,,
daf-16; daf-2,6,8,FALSE,26.56275165,63.4588824,13.80800282,15.79870318,4505.822381,,,,,,,,,,
daf-16; daf-2,6,8,FALSE,96.09462489,93.48578051,40.25690012,27.45380013,11372.40095,,,,,,,,,,
daf-16; daf-2,6,8,FALSE,132.8167907,199.0114985,19.77005137,25.32160629,17671.2771,,,,,,,,,,
daf-16; daf-2,6,8,FALSE,127.0118619,111.7008445,51.75699214,30.21789232,13777.96935,,,,,,,,,,
daf-16; daf-2,6,8,FALSE,4.527141883,41.68210448,15.43781647,7.718908237,1489.311349,,,,,,,,,,
daf-16; daf-2,6,8,FALSE,4.362909988,39.71829391,13.09942166,7.431614714,1443.355006,,,,,,,,,,
daf-16; daf-2,6,8,TRUE,542.3206719,362.516019,50.63980322,41.24592494,47027.1995,,,,,,,,,,
daf-16; daf-2,6,8,FALSE,0.402269272,35.35182002,0,2.301333804,357.628204,,,,,,,,,,
daf-16; daf-2,6,8,FALSE,592.867555,523.7730342,36.00686609,35.910757,60236.70088,,,,,,,,,,
daf-16; daf-2,6,8,FALSE,13.98864085,90.5079304,9.763732432,11.52300411,3957.203884,,,,,,,,,,
daf-16; daf-2,6,8,FALSE,646.9607148,139.0688853,108.0205983,62.57540453,39182.54992,,,,,,,,,,
daf-16; daf-2,6,8,FALSE,580.5952033,421.2439901,47.23063647,39.78323046,52723.01686,,,,,,,,,,
daf-16; daf-2,6,8,FALSE,170.9457246,121.2284055,63.65174796,34.86548822,16067.56742,,,,,,,,,,
daf-16; daf-2,6,8,FALSE,171.0995389,131.1948192,41.53891579,34.6004677,17893.10095,,,,,,,,,,
daf-16; daf-2,6,8,TRUE,684.5599289,508.5546441,47.02836301,40.09559345,63699.39271,,,,,,,,,,
daf-16; daf-2,6,8,FALSE,1.107448598,25.82425908,0,4.366473886,596.6302414,,,,,,,,,,
daf-16; daf-2,6,8,FALSE,54.24352084,67.35120569,38.6870572,24.1187703,7120.798712,,,,,,,,,,
daf-16; daf-2,6,8,TRUE,853.1000555,632.0759997,34.10325126,39.21752429,78090.32117,,,,,,,,,,
daf-16; daf-2,6,8,FALSE,36.96805337,58.0885158,26.56022375,19.7949545,5577.105016,,,,,,,,,,
daf-16; daf-2,6,8,FALSE,5.19817376,39.07883861,16.6270372,8.65761756,1588.874112,,,,,,,,,,
daf-16; daf-2,6,8,FALSE,6.399804568,39.71829391,16.6270372,9.099272141,1813.145549,,,,,,,,,,
daf-16; daf-2,6,8,FALSE,47.77348656,64.26364239,38.6870572,22.99016468,6935.169223,,,,,,,,,,
daf-16; daf-2,6,8,FALSE,0.132624857,31.99938567,0,1.455491295,184.7488006,,,,,,,,,,
daf-16; daf-2,6,8,FALSE,6.069521187,38.17451226,16.6270372,9.099272141,1752.959528,,,,,,,,,,
daf-16; daf-2,6,8,TRUE,1169.451232,579.3679973,56.68012767,48.74428547,89323.60721,,,,,,,,,,
daf-16; daf-2,6,8,FALSE,1597.346513,194.6904693,161.1755358,88.45890215,105673.9126,,,,,,,,,,
daf-16; daf-2,6,8,TRUE,533.525709,452.1838916,43.0047804,37.59247066,51943.38887,,,,,,,,,,
daf-16; daf-2,6,8,FALSE,119.0096464,113.6192104,39.54010274,27.19940879,13243.65419,,,,,,,,,,
daf-16; daf-2,6,8,FALSE,8.812066596,45.62854944,26.56022375,10.49951006,2317.268795,,,,,,,,,,
daf-16; daf-2,6,8,TRUE,887.8334598,551.2507881,47.02836301,43.31382996,75001.07663,,,,,,,,,,
daf-16; daf-2,6,8,FALSE,1031.158175,480.5017033,52.57930828,50.81356041,76420.39936,,,,,,,,,,
daf-16; daf-2,6,8,FALSE,55.07936307,88.6992777,30.87563295,22.46692786,7871.844667,,,,,,,,,,
daf-16; daf-2,6,8,FALSE,35.84866737,99.59516876,24.8927311,16.70188608,6122.660987,,,,,,,,,,
daf-16; daf-2,6,8,FALSE,22.10813646,67.61607675,15.74354549,14.66749728,4125.841206,,,,,,,,,,
daf-16; daf-2,6,8,TRUE,922.5187232,575.9058497,61.51926283,43.35005826,78493.05217,,,,,,,,,,
daf-16; daf-2,6,8,FALSE,449.679656,363.3106322,38.6870572,37.17986325,43092.68067,,,,,,,,,,
daf-16; daf-2,6,8,TRUE,947.3359473,551.799354,50.63980322,44.52275809,77602.92701,,,,,,,,,,
daf-16; daf-2,6,8,TRUE,1049.748217,543.1761194,53.12044749,46.40368211,80058.27393,,,,,,,,,,
daf-16; daf-2,6,8,FALSE,107.8960593,189.283335,30.56531721,22.77573721,15073.93072,,,,,,,,,,
daf-16; daf-2,6,8,FALSE,62.10108622,149.2813462,31.48709098,18.94666273,9844.268311,,,,,,,,,,
daf-16; daf-2,6,8,FALSE,359.9753549,378.0635487,53.92197479,31.51159084,38787.83491,,,,,,,,,,
daf-16; daf-2,6,8,FALSE,10.92810665,47.7020732,21.61294307,11.76841056,2517.172159,,,,,,,,,,
daf-16; daf-2,6,8,FALSE,378.5941819,97.2127991,102.6353596,56.44678413,27575.76464,,,,,,,,,,
daf-16; daf-2,6,8,FALSE,52.41809498,116.5970605,12.73034959,19.1160089,8491.939389,,,,,,,,,,
daf-16; daf-2,6,8,TRUE,90.34408472,205.7163672,27.95907477,21.82597333,14769.30141,,,,,,,,,,
daf-16; daf-2,6,8,FALSE,134.0072195,142.0012907,48.03121275,28.96985867,15313.59274,,,,,,,,,,
daf-16; daf-2,6,8,FALSE,431.8196657,296.1788529,52.85057048,39.32652366,37566.26709,,,,,,,,,,
daf-16; daf-2,6,8,FALSE,17.71424471,89.38417768,21.61294307,12.49685288,4136.877975,,,,,,,,,,
daf-16; daf-2,6,8,FALSE,345.8466487,124.8355641,108.592722,43.13053961,29110.2895,,,,,,,,,,
daf-16; daf-2,6,8,TRUE,730.4258422,587.0869055,37.05075954,37.0975979,70142.38832,,,,,,,,,,
daf-16; daf-2,6,8,TRUE,898.3845863,513.2768784,58.74489808,44.37980123,72677.03144,,,,,,,,,,
daf-16; daf-2,6,8,TRUE,852.2910587,548.7572354,49.49740503,42.40487035,73639.30389,,,,,,,,,,
daf-16; daf-2,6,8,TRUE,1075.607717,595.7541149,49.88111159,46.28559422,84672.86869,,,,,,,,,,
daf-16; daf-2,6,8,TRUE,1012.283113,559.0339648,58.58239459,44.45748274,80135.94209,,,,,,,,,,
daf-16; daf-2,6,8,FALSE,3.119029077,48.71611274,19.52746486,5.65375704,1192.822722,,,,,,,,,,
daf-16; daf-2,6,8,FALSE,5.150585473,31.35993037,0,8.853407915,1624.050718,,,,,,,,,,
daf-16; daf-2,6,8,FALSE,9.719449477,41.52694661,18.52537977,11.22638303,2320.02508,,,,,,,,,,
daf-16; daf-2,6,8,FALSE,7.349357843,51.42909179,21.83236943,9.393978731,2033.797558,,,,,,,,,,
daf-16; daf-2,6,8,FALSE,13.44634171,53.98691297,22.47780008,12.25950596,2930.611671,,,,,,,,,,
daf-16; daf-2,6,8,FALSE,33.20224142,86.40632757,9.763732432,16.50125325,5789.892915,,,,,,,,,,
daf-16; daf-2,6,8,TRUE,970.8058786,588.8501135,46.31344942,44.3311708,81304.04878,,,,,,,,,,
daf-16; daf-2,6,8,TRUE,1195.105042,594.8058138,55.57613931,49.3566163,90779.12171,,,,,,,,,,
daf-16; daf-2,6,8,FALSE,555.7838701,477.3686954,35.20363792,35.45864855,54597.01791,,,,,,,,,,
daf-16; daf-2,6,8,FALSE,3.01096329,39.60858072,9.262689885,6.251558844,1136.735699,,,,,,,,,,
daf-16; daf-2,6,8,FALSE,229.2285795,322.003112,45.58732574,27.11198656,27525.5005,,,,,,,,,,
daf-16; daf-2,6,8,TRUE,1059.013726,536.3615375,58.66370261,47.12912223,81573.11348,,,,,,,,,,
daf-16; daf-2,6,8,FALSE,47.68495616,103.7625099,37.56182864,18.34689163,7559.061264,,,,,,,,,,
daf-16; daf-2,6,8,TRUE,837.2141327,491.4178881,49.7854622,44.0767852,69634.20099,,,,,,,,,,
daf-16; daf-2,6,8,TRUE,1019.38485,535.0183584,56.68012767,46.57430217,78459.90483,,,,,,,,,,
daf-16; daf-2,6,8,TRUE,1094.525393,602.3241194,56.34274296,46.23262465,86665.78581,,,,,,,,,,
daf-16; daf-2,6,8,FALSE,54.60033788,118.4057132,29.12801387,19.82176552,8728.264825,,,,,,,,,,
daf-16; daf-2,6,8,FALSE,159.5757182,104.0916495,67.71554958,34.0433123,15852.78659,,,,,,,,,,
daf-16; daf-2,6,8,FALSE,21.3184054,71.23338215,22.47780008,14.29657777,4223.672883,,,,,,,,,,
daf-16; daf-2,6,8,TRUE,909.2460937,509.2583678,54.01029914,45.30303418,73680.67985,,,,,,,,,,
daf-16; daf-2,6,8,FALSE,5.684900453,44.08476779,12.73034959,8.12510024,1699.865955,,,,,,,,,,
daf-16; daf-2,6,8,FALSE,273.4641566,169.8145114,43.66473886,38.10616046,26308.0408,,,,,,,,,,
daf-16; daf-2,6,8,FALSE,455.5742896,137.0862509,71.08104504,54.54132867,32740.15753,,,,,,,,,,
daf-16; daf-2,6,8,FALSE,28.24609196,160.9466994,18.78091432,12.03921196,6992.04284,,,,,,,,,,
daf-16; daf-2,6,8,FALSE,65.69097072,266.0978331,12.73034959,15.59509345,13618.6591,,,,,,,,,,
daf-16; daf-2,6,8,FALSE,18.96261141,54.25178403,22.47780008,15.17951481,3703.332705,,,,,,,,,,
daf-16; daf-2,6,8,FALSE,40.64018024,81.51011157,26.38015236,20.01664208,6691.668097,,,,,,,,,,
daf-16; daf-2,6,8,TRUE,604.5718695,433.3748169,48.81866216,39.5831037,55013.318,,,,,,,,,,
daf-16; daf-2,6,8,TRUE,1131.037183,603.1187326,52.76030471,47.11010868,89038.14742,,,,,,,,,,
daf-16; daf-2,6,8,FALSE,11.15057153,41.37178874,22.26473555,12.11589472,2592.00768,,,,,,,,,,
daf-16; daf-2,6,8,TRUE,1074.731672,569.2464257,58.98781393,46.70539309,83327.99335,,,,,,,,,,
daf-16; daf-2,6,8,FALSE,78.50922276,81.46466688,46.31344942,25.32990058,9234.558165,,,,,,,,,,
daf-16; daf-2,6,8,FALSE,7.709797528,40.09287815,4.366473886,7.995619884,2056.627153,,,,,,,,,,
daf-16; daf-2,6,8,FALSE,394.4077846,294.8090529,48.03121275,38.36447818,37708.5368,,,,,,,,,,
daf-16; daf-2,6,8,FALSE,103.1871002,90.46248571,43.66473886,29.54909594,11235.69385,,,,,,,,,,
daf-16; daf-2,6,8,FALSE,1.019056074,37.9096412,0,3.710789259,582.7217808,,,,,,,,,,
daf-16; daf-2,6,8,TRUE,870.2490957,550.4107302,56.93185413,42.83460591,74029.21597,,,,,,,,,,
daf-16; daf-2,6,8,FALSE,2.028335952,32.79399884,0,5.247848497,865.5306587,,,,,,,,,,
daf-16; daf-2,6,8,FALSE,7.471197521,59.89716851,3.087563295,7.74558711,2119.073145,,,,,,,,,,
daf-16; daf-2,6,8,FALSE,67.25581382,82.41443792,39.05492973,25.18393236,8747.86919,,,,,,,,,,
daf-16; daf-2,6,8,FALSE,826.6287767,548.6561992,51.38729461,41.01771241,71055.04755,,,,,,,,,,
daf-16; daf-2,6,8,FALSE,279.4445934,106.8500732,59.39046579,45.4078479,22438.70251,,,,,,,,,,
daf-16; daf-2,6,8,TRUE,807.4363382,498.8264806,55.66183888,42.67266181,68099.52665,,,,,,,,,,
daf-16; daf-2,6,8,TRUE,1239.471312,565.9128152,66.07674002,50.23723349,88727.89941,,,,,,,,,,
daf-16; daf-2,6,8,TRUE,984.830241,549.7070064,66.50814878,44.70238051,79422.83106,,,,,,,,,,
daf-16,6,8,FALSE,805.4494422,274.0816124,63.65174796,54.82042147,52262.57686,,,,,,,,,,
daf-16,6,8,TRUE,609.1856465,443.2957859,49.88111159,37.45777718,53914.60398,,,,,,,,,,
daf-16,6,8,TRUE,921.4211828,598.5971008,51.10826651,41.76642157,79878.65485,,,,,,,,,,
daf-16,6,8,TRUE,1572.645998,614.47377,52.85057048,54.18420294,107656.4809,,,,,,,,,,
daf-16,6,8,TRUE,616.8397461,540.928614,47.12960826,36.2560717,61577.54208,,,,,,,,,,
daf-16,6,8,TRUE,821.1580476,560.9977754,49.40101272,41.66532114,73558.51493,,,,,,,,,,
daf-16,6,8,FALSE,416.3107652,404.4818184,43.66473886,32.94712118,43028.7887,,,,,,,,,,
daf-16,6,8,TRUE,1071.62403,569.0458232,62.4421033,46.56411504,83297.18676,,,,,,,,,,
daf-16,6,8,TRUE,1196.055332,587.4614898,51.38729461,49.20874361,89430.89784,,,,,,,,,,
daf-16,6,8,TRUE,1084.655352,536.9367243,56.93185413,47.55334011,81429.44176,,,,,,,,,,
daf-16,6,8,FALSE,103.007978,88.54411983,71.01395579,29.98982656,12173.59941,,,,,,,,,,
daf-16,6,8,TRUE,767.790426,560.6420149,43.33601595,40.00913789,70837.44695,,,,,,,,,,
daf-16,6,8,FALSE,8.250827392,52.70800238,15.43781647,9.737999495,2189.511876,,,,,,,,,,
daf-16,6,8,FALSE,49.05346034,184.4325636,26.56022375,15.57036489,9437.055376,,,,,,,,,,
daf-16,6,8,FALSE,9.294214828,59.63229745,13.80800282,9.962973783,2514.581283,,,,,,,,,,
daf-16,6,8,FALSE,111.3090139,200.7747065,31.02962709,23.12864232,16179.11274,,,,,,,,,,
daf-16,6,8,TRUE,557.380043,503.9421229,50.26188896,35.93500448,56504.90822,,,,,,,,,,
daf-16,6,8,FALSE,48.88524004,76.19386665,28.46592706,21.03704305,6915.8337,,,,,,,,,,
daf-16,6,8,FALSE,73.67218247,88.96414875,31.48709098,23.47844311,9123.933316,,,,,,,,,,
daf-16,6,8,TRUE,749.5874471,570.4344469,48.32800989,38.94656851,69790.37858,,,,,,,,,,
daf-16,6,8,FALSE,8.572234892,35.88156213,12.35025318,10.07733199,2163.72131,,,,,,,,,,
daf-16,6,8,FALSE,26.75911776,69.6896005,27.78806965,15.17140053,4666.153956,,,,,,,,,,
daf-16,6,8,FALSE,0.990183893,23.64102214,0,4.366473886,557.899538,,,,,,,,,,
daf-16,6,8,FALSE,12.10541562,59.89716851,17.46589555,11.4603396,3006.022714,,,,,,,,,,
daf-16,6,8,FALSE,49.09983895,72.34698804,22.26473555,19.92560889,7585.906362,,,,,,,,,,
daf-16,6,8,FALSE,261.6789044,409.6429054,26.19884332,26.27060325,34196.24636,,,,,,,,,,
daf-16,6,8,TRUE,917.5171391,620.2554886,49.88111159,41.97156429,79973.87006,,,,,,,,,,
daf-16,6,8,FALSE,10.58493026,51.27393392,22.26473555,11.13236778,2507.010517,,,,,,,,,,
daf-16,6,8,FALSE,293.7662003,159.4483624,59.63075187,41.21012225,24214.94849,,,,,,,,,,
daf-16,6,8,FALSE,19.98001181,74.54037181,24.8927311,14.17232516,4013.123286,,,,,,,,,,
daf-16,6,8,FALSE,34.82319665,56.17014992,19.52746486,18.84193495,5557.665724,,,,,,,,,,
daf-16,6,8,FALSE,3.081936449,26.8837433,0,7.204314355,1134.194896,,,,,,,,,,
daf-16,6,8,TRUE,837.0215381,545.6696721,51.10826651,42.61508111,72867.07824,,,,,,,,,,
daf-16,6,8,FALSE,23.79977118,61.1760791,28.46592706,15.77380498,4361.530159,,,,,,,,,,
daf-16,6,8,FALSE,385.0291353,227.2838655,48.81866216,39.83278973,43404.79078,,,,,,,,,,
daf-16,6,8,FALSE,179.3000992,447.3331203,21.61294307,21.3593513,30082.88719,,,,,,,,,,
daf-16,6,8,FALSE,485.6329272,346.1284315,48.03121275,39.90256461,44405.15188,,,,,,,,,,
daf-16,6,8,FALSE,148.7581505,97.2127991,53.29960634,34.39245452,15525.1492,,,,,,,,,,
daf-16,6,8,TRUE,592.3321966,490.5778302,37.17918543,37.42980951,57808.46502,,,,,,,,,,
daf-16,6,8,FALSE,712.2836113,537.5307349,50.92139836,39.79466583,66267.12385,,,,,,,,,,
daf-16,6,8,FALSE,282.5650341,193.9499778,16.6270372,35.07103522,27824.57371,,,,,,,,,,
daf-16,6,8,FALSE,28.41879854,48.3415285,38.19104877,19.31149463,4718.448376,,,,,,,,,,
daf-16,6,8,FALSE,118.4076266,105.0414205,48.81866216,28.70407793,12642.24424,,,,,,,,,,
daf-16,6,8,FALSE,5.936409873,46.90746003,16.6270372,8.523233185,1769.862449,,,,,,,,,,
daf-16,6,8,FALSE,144.2279664,90.61764359,55.66183888,36.7074699,14367.0269,,,,,,,,,,
daf-16,6,8,FALSE,13.06528726,46.53287579,29.12801387,13.16054884,2852.012788,,,,,,,,,,
daf-16,6,8,TRUE,684.3336156,619.0220227,39.29826498,36.09295839,69816.47215,,,,,,,,,,
daf-16,6,8,FALSE,7.686576401,57.97880262,8.732947773,8.739645822,2239.793589,,,,,,,,,,
daf-16,6,8,FALSE,251.1997766,467.356837,27.95907477,25.08979797,36367.90026,,,,,,,,,,
daf-16,6,8,FALSE,0.332679561,28.53723813,0,2.301333804,298.9531143,,,,,,,,,,
daf-16,6,8,TRUE,1468.777281,624.822565,59.63075187,52.80059262,102917.5547,,,,,,,,,,
daf-16,6,8,TRUE,993.1853592,577.8430394,49.40101272,44.66840354,81846.86103,,,,,,,,,,
daf-16,6,8,TRUE,776.4316071,505.5767939,50.92139836,42.34641698,68075.15407,,,,,,,,,,
daf-16,6,8,TRUE,926.3899906,545.0302168,62.13601271,45.11339494,76979.88589,,,,,,,,,,
daf-16,6,8,FALSE,67.5106559,180.3764055,23.5141815,18.61516385,11655.23477,,,,,,,,,,
daf-16,6,8,FALSE,75.5624397,178.4125949,35.20363792,18.62001761,11296.37171,,,,,,,,,,
daf-16,6,8,TRUE,1304.417214,628.1483785,55.2320113,50.42067561,99411.82524,,,,,,,,,,
daf-16,6,8,FALSE,116.4914436,176.3845159,36.13900182,23.21476073,14712.63279,,,,,,,,,,
daf-16,6,8,TRUE,1090.423658,593.9845797,49.49740503,46.52140203,87025.87775,,,,,,,,,,
daf-16,6,8,TRUE,276.4539423,376.4554985,31.02962709,29.2733435,34828.38607,,,,,,,,,,
daf-16,6,8,FALSE,2.752885847,34.44749367,0,6.001144348,1049.337197,,,,,,,,,,
daf-16,6,8,FALSE,1533.350174,601.1360982,67.71554958,52.36567087,101505.8559,,,,,,,,,,
daf-16,6,8,FALSE,9.899188728,48.82582592,19.77005137,10.50869673,2412.796188,,,,,,,,,,
daf-16,6,8,FALSE,3.806521351,55.26582357,15.43781647,6.300387227,1446.958822,,,,,,,,,,
daf-16,6,8,FALSE,0.667704708,28.16265389,0,3.254577477,437.3779454,,,,,,,,,,
daf-16,6,8,FALSE,10.89793514,36.25614637,31.48709098,13.49122276,2775.116,,,,,,,,,,
daf-16,6,8,FALSE,67.14815326,68.89498734,32.82124803,26.21182456,8346.278888,,,,,,,,,,
daf-16,6,8,FALSE,24.62805157,60.16203956,21.83236943,16.57282047,4558.34714,,,,,,,,,,
daf-16,6,8,FALSE,109.76296,76.61389557,61.7512659,31.34705712,11622.18271,,,,,,,,,,
daf-16,6,8,FALSE,2.739360294,37.9096412,0,5.821965182,1056.080161,,,,,,,,,,
daf-16,6,8,FALSE,1.553930678,28.16265389,0,5.145938825,714.9930152,,,,,,,,,,
daf-16,6,8,TRUE,580.1295916,515.0134655,49.88111159,36.05768816,58565.73462,,,,,,,,,,
daf-16,6,8,FALSE,3.033844823,34.44749367,0,6.509154955,1108.765754,,,,,,,,,,
daf-16,6,8,FALSE,0.235620732,21.72265625,0,2.301333804,229.2162251,,,,,,,,,,
daf-16,6,8,TRUE,1116.900934,608.6998486,47.23063647,46.58903052,88430.22793,,,,,,,,,,
daf-16,6,8,TRUE,1001.46339,552.2836514,58.98781393,45.29507351,79686.88651,,,,,,,,,,
daf-16,6,8,TRUE,532.6533959,493.8205514,43.88251946,34.89202073,55100.88774,,,,,,,,,,
daf-16,6,8,FALSE,20.30841308,127.0289478,12.73034959,11.54250231,5315.469044,,,,,,,,,,
daf-16,6,8,FALSE,14.63684567,52.81771557,22.26473555,12.68266565,3081.050535,,,,,,,,,,
daf-16,6,8,FALSE,765.8150834,525.1703349,52.76030471,41.31607337,67305.60603,,,,,,,,,,
daf-16,6,8,FALSE,1.023760078,26.72858543,0,4.243449864,552.0446329,,,,,,,,,,
daf-16,6,8,TRUE,1073.604638,557.5356278,55.57613931,47.73018714,82806.76709,,,,,,,,,,
daf-16,6,8,FALSE,25.46846752,62.08040545,33.25407439,16.94140585,4768.750188,,,,,,,,,,
daf-16,6,8,FALSE,377.9500664,394.2505336,53.29960634,30.57589497,38788.82192,,,,,,,,,,
daf-16,6,8,FALSE,81.66249639,272.3372282,26.19884332,17.75071547,15440.613,,,,,,,,,,
daf-16,6,8,FALSE,9.247331341,40.73233344,13.09942166,9.914911351,2282.28718,,,,,,,,,,
daf-16,6,8,FALSE,0.678108061,18.26050871,0,4.11675106,446.0427583,,,,,,,,,,
daf-16,6,8,FALSE,258.357591,500.8545596,32.82124803,24.03795832,38226.12525,,,,,,,,,,
daf-16,6,8,FALSE,880.3401533,545.2950878,50.26188896,41.95476054,72566.10933,,,,,,,,,,
daf-16,6,8,TRUE,1061.784067,586.2468477,58.98781393,45.60705331,84813.52645,,,,,,,,,,
daf-16,6,8,FALSE,401.5634869,452.1196231,52.57930828,29.20701651,42567.13234,,,,,,,,,,
daf-16,6,8,FALSE,132.1843633,200.7747065,27.95907477,25.02151288,18163.01089,,,,,,,,,,
daf-16,6,8,FALSE,67.75691042,91.25709888,43.0047804,24.70416547,8895.753554,,,,,,,,,,
daf-16,6,8,FALSE,6.832144405,37.53505696,16.6270372,9.614851657,1867.799931,,,,,,,,,,
daf-16,6,8,TRUE,792.3912765,503.7226966,83.13518598,42.01785305,66263.3965,,,,,,,,,,
daf-16,6,8,FALSE,816.1656967,480.3919902,65.42429326,42.58188493,64540.49443,,,,,,,,,,
daf-16,6,8,TRUE,540.8422652,475.8060899,37.56182864,34.98095065,53694.77277,,,,,,,,,,
daf-16,6,8,FALSE,13.42522056,38.70425437,15.74354549,12.56588814,2940.321421,,,,,,,,,,
daf-16,6,8,TRUE,745.8709624,554.6674909,48.81866216,40.54079499,68313.32055,,,,,,,,,,
daf-16,6,8,FALSE,15.2752548,48.49668637,15.43781647,12.96776584,3187.143481,,,,,,,,,,
daf-16,6,8,FALSE,2.440494583,36.63073061,0,5.542345732,982.0688251,,,,,,,,,,
daf-16,6,8,FALSE,24.81819904,78.04796404,18.52537977,14.66662481,4695.859764,,,,,,,,,,
daf-16,6,8,TRUE,887.4048976,586.5759872,54.01029914,42.55698101,77866.16861,,,,,,,,,,
daf-16,6,8,FALSE,2.379590069,25.0750906,0,6.509154955,959.7982185,,,,,,,,,,
daf-16,6,8,FALSE,36.54643999,77.25335087,26.56022375,17.26404208,5928.686683,,,,,,,,,,
daf-16,6,8,FALSE,295.1166546,153.3375043,74.6781933,41.52482669,25881.90723,,,,,,,,,,
daf-16,6,8,FALSE,5.671481513,85.87658546,6.17512659,7.252361337,2312.784603,,,,,,,,,,
daf-16,6,8,FALSE,4.562954897,53.08258662,18.00343305,7.283950205,1556.308511,,,,,,,,,,
daf-16,6,8,FALSE,1.503122812,37.42534378,9.262689885,4.631344943,785.5431075,,,,,,,,,,
daf-16,6,8,TRUE,89.24537966,246.2935427,22.47780008,19.63687126,15724.96244,,,,,,,,,,
daf-16,6,8,FALSE,56.10535222,127.9332742,32.23510717,19.62422059,8964.323275,,,,,,,,,,
daf-16,6,8,TRUE,231.7056884,337.3312152,35.20363792,26.80789505,29799.2445,,,,,,,,,,
daf-16,6,8,FALSE,216.504127,103.7625099,59.39046579,40.59463257,18654.14244,,,,,,,,,,
daf-16,6,8,TRUE,870.9667707,467.4477264,58.66370261,46.33618783,68234.99062,,,,,,,,,,
daf-16,6,8,FALSE,46.3242723,90.21856273,41.42400847,19.82655162,6808.652582,,,,,,,,,,
daf-16,6,8,TRUE,666.447443,492.4484016,47.23063647,38.78231852,61582.59301,,,,,,,,,,
daf-16,6,8,TRUE,363.8814589,304.1626322,36.00686609,35.71410274,36339.55126,,,,,,,,,,
daf-16,6,8,FALSE,32.92075697,117.8759711,23.5141815,15.79485581,6579.459758,,,,,,,,,,
